X,Y,Z
-930.253906,4032.097412,1080.252686
-930.140076,4031.935791,1080.109985
-930.052612,4031.810791,1079.949951
-929.922485,4031.617676,1079.710815
-929.714661,4031.479248,1079.378174
-929.519226,4031.38916,1078.922363
-929.370667,4031.243408,1078.537231
-929.182007,4031.198975,1077.989746
-929.04126,4031.093994,1077.512085
-928.896301,4030.99292,1076.975098
-928.674316,4030.951904,1076.384888
-928.481628,4030.905762,1075.710693
-928.337341,4030.858398,1075.017822
-928.228333,4030.888672,1074.329468
-928.157837,4030.898926,1073.691284
-928.002441,4030.848877,1072.896484
-927.880737,4030.920898,1072.112793
-927.789246,4030.91626,1071.353149
-927.660095,4030.975342,1070.518799
-927.461975,4031.058838,1069.670532
-927.339294,4031.186523,1068.833984
-927.218567,4031.30542,1067.944824
-927.08905,4031.4375,1066.983032
-926.92688,4031.623291,1066.124023
-926.828125,4031.814209,1065.300659
-926.727661,4032.108887,1064.388062
-926.534485,4032.336182,1063.353271
-926.348999,4032.705322,1062.40979
-926.239441,4033.060059,1061.537964
-926.076965,4033.40625,1060.599487
-925.857422,4033.8479,1059.473389
-925.696106,4034.251709,1058.418091
-925.50116,4034.63501,1057.446045
-925.343872,4034.962158,1056.275024
-925.191833,4035.362793,1055.095093
-924.980591,4035.832764,1053.909668
-924.730286,4036.147705,1052.735229
-924.446167,4036.530518,1051.368652
-924.187317,4036.920654,1050.066162
-924.026306,4037.239502,1048.79126
-923.905701,4037.573242,1047.435181
-923.771729,4037.983398,1046.070923
-923.62085,4038.294678,1044.700195
-923.487915,4038.599854,1043.192383
-923.378235,4038.909424,1041.82019
-923.24292,4039.248535,1040.531616
-923.174683,4039.686768,1039.216431
-923.04895,4040.210205,1037.950806
-922.941467,4040.676025,1036.751221
-922.841003,4041.21582,1035.5
-922.718689,4041.893555,1034.318481
-922.623169,4042.452881,1033.247192
-922.481201,4043.067383,1032.162842
-922.238342,4043.771729,1030.953247
-922.015198,4044.470703,1029.893799
-921.727234,4045.275635,1028.809937
-921.391174,4045.875,1027.63916
-921.05542,4046.621338,1026.522461
-920.595154,4047.206299,1025.341797
-920.086975,4047.835449,1024.186523
-919.673035,4048.507324,1023.140198
-919.107239,4049.186768,1022.072449
-918.631287,4049.936279,1021.117432
-918.013428,4050.738281,1020.150452
-917.490356,4051.518066,1019.303345
-916.94165,4052.393066,1018.549683
-916.258484,4053.210693,1017.814758
-915.651917,4054.12915,1017.239441
-915.035278,4054.96875,1016.629211
-914.446899,4055.755615,1016.127686
-913.915955,4056.472656,1015.629639
-913.444214,4057.145996,1015.238281
-913.089172,4057.709717,1014.917725
-912.904724,4058.255127,1014.657471
-912.955994,4058.757324,1014.722229
-913.094849,4059.190674,1014.852661
-913.566711,4059.672852,1015.271423
-914.282349,4060.169189,1015.882629
-915.185852,4060.512939,1016.829712
-916.351685,4060.950195,1017.840759
-917.803833,4061.425781,1019.30011
-919.27594,4061.74707,1021.024597
-921.067932,4062.31543,1022.922607
-922.854065,4062.769043,1025.246582
-924.852051,4063.411621,1027.763306
-926.635315,4063.907227,1030.360229
-928.496704,4064.411621,1033.121094
-930.376648,4064.919434,1035.921387
-932.057434,4065.234131,1038.868286
-933.865417,4065.615723,1041.786499
-935.41272,4065.837402,1044.782837
-936.98053,4066.108154,1047.730347
-938.323792,4066.295166,1050.486938
-939.58197,4066.434326,1053.166138
-940.789185,4066.405762,1055.83252
-941.871704,4066.387695,1058.196289
-942.886475,4066.383301,1060.596191
-943.713684,4066.24707,1062.705444
-944.543762,4066.216553,1064.772095
-945.203735,4066.120117,1066.532593
-945.768066,4066.110596,1068.12854
-946.136841,4065.984619,1069.333862
-946.325867,4065.846924,1070.291016
-946.296692,4065.850342,1071.007202
-946.159241,4065.865479,1071.450806
-945.898132,4066.042969,1071.682983
-945.490601,4066.236572,1071.580933
-944.982605,4066.507812,1071.321411
-944.442261,4066.889404,1070.85376
-943.653931,4067.355225,1070.296753
-942.913269,4067.869141,1069.611938
-942.062805,4068.509521,1068.805664
-941.265259,4069.298828,1067.934448
-940.209167,4070.030273,1066.779541
-939.164062,4070.705322,1065.631348
-938.056946,4071.393555,1064.387939
-936.97229,4072.252197,1063.108887
-935.886902,4073.039062,1061.723877
-934.779846,4073.744873,1060.334229
-933.706665,4074.467773,1059.019775
-932.690857,4075.178711,1057.64917
-931.72583,4075.840088,1056.273804
-930.96582,4076.482666,1055.121826
-930.103882,4076.983887,1053.883057
-929.411621,4077.526611,1052.735474
-928.663208,4078.055908,1051.627075
-928.209717,4078.592773,1050.729858
-927.674988,4079.078613,1049.840942
-927.203857,4079.547852,1048.963989
-926.786865,4080.005127,1048.117065
-926.299194,4080.340332,1047.278564
-925.916077,4080.77002,1046.574219
-925.589417,4081.209229,1045.930054
-925.20874,4081.622559,1045.327881
-924.774353,4081.989746,1044.670288
-924.442932,4082.484131,1044.034546
-924.116211,4082.984375,1043.471069
-923.752686,4083.373535,1042.892822
-923.363159,4083.745117,1042.358521
-922.997009,4084.192871,1041.804077
-922.716003,4084.538818,1041.359497
-922.316223,4084.967041,1040.880371
-921.943359,4085.32373,1040.435913
-921.605225,4085.761475,1039.984009
-921.196655,4086.200684,1039.47876
-920.895142,4086.536865,1039.079956
-920.618958,4086.863037,1038.655762
-920.366455,4087.242676,1038.256226
-920.137268,4087.527832,1037.925781
-919.962341,4087.933105,1037.632202
-919.718262,4088.267334,1037.285767
-919.515076,4088.527588,1036.989136
-919.400513,4088.891113,1036.688965
-919.25238,4089.124756,1036.335938
-919.156128,4089.383545,1036.064209
-919.093445,4089.585205,1035.800537
-919.086609,4089.697266,1035.571899
-919.044189,4089.872314,1035.28418
-919.049805,4090.019287,1035.043823
-919.091858,4090.136963,1034.813721
-919.117126,4090.238037,1034.542725
-919.142273,4090.327148,1034.296631
-919.216187,4090.356445,1034.050049
-919.267029,4090.333008,1033.775635
-919.329224,4090.333008,1033.536499
-919.425781,4090.258545,1033.265015
-919.477295,4090.238525,1033.037354
-919.508118,4090.216064,1032.764648
-919.546021,4090.163818,1032.410278
-919.595581,4090.079346,1032.097412
-919.603943,4090.025391,1031.809448
-919.625549,4089.970215,1031.520996
-919.58136,4089.903809,1031.159912
-919.535339,4089.807617,1030.842285
-919.487854,4089.775146,1030.507568
-919.394348,4089.742188,1030.164307
-919.318237,4089.770264,1029.824219
-919.193176,4089.649658,1029.440796
-919.15863,4089.615723,1029.069946
-919.051392,4089.558105,1028.645142
-918.975769,4089.460938,1028.265869
-918.912231,4089.402588,1027.905762
-918.848511,4089.363525,1027.469482
-918.832092,4089.275391,1027.096802
-918.806519,4089.182373,1026.728027
-918.729187,4089.027344,1026.35791
-918.718872,4088.857178,1025.960693
-918.581726,4088.703125,1025.542236
-918.511902,4088.581055,1025.159424
-918.489685,4088.38501,1024.779053
-918.31427,4088.180908,1024.348877
-918.22052,4087.966797,1023.814697
-918.168274,4087.679443,1023.380371
-918.089783,4087.508789,1023.044495
-917.99353,4087.313721,1022.559387
-917.923523,4087.153076,1022.18689
-917.794617,4087.071533,1021.861084
-917.706665,4086.932129,1021.540039
-917.605347,4086.780029,1021.1297
-917.557007,4086.720947,1020.900269
-917.512939,4086.606934,1020.60498
-917.416626,4086.432861,1020.336853
-917.33374,4086.329346,1020.05603
-917.232544,4086.294678,1019.753784
-917.118958,4086.249268,1019.435303
-916.989014,4086.127686,1019.098877
-916.912476,4086.09668,1018.760559
-916.783752,4086.045654,1018.333313
-916.631653,4085.931396,1017.923706
-916.515381,4085.782471,1017.473328
-916.46814,4085.72998,1017.014954
-916.330017,4085.567871,1016.600464
-916.181091,4085.407227,1016.123413
-916.092957,4085.393311,1015.545837
-916.047546,4085.332275,1015.095459
-915.849426,4085.262695,1014.463196
-915.706726,4085.15918,1013.791077
-915.516663,4085.069092,1013.071411
-915.363037,4084.953857,1012.443542
-915.203979,4084.870361,1011.862854
-915.040771,4084.77124,1011.242981
-914.886169,4084.666748,1010.503784
-914.695801,4084.622314,1009.697815
-914.493103,4084.46167,1008.942505
-914.265442,4084.335449,1008.255859
-913.977112,4084.253906,1007.578125
-913.801819,4084.091553,1006.855469
-913.58252,4083.989258,1006.074768
-913.338684,4083.881836,1005.281555
-913.063171,4083.76123,1004.559387
-912.791992,4083.688232,1003.830688
-912.441284,4083.495605,1003.011353
-912.002258,4083.221436,1002.056335
-911.664062,4083.075928,1001.160522
-911.286377,4082.881836,1000.331299
-910.798401,4082.660645,999.415955
-910.380615,4082.489014,998.516541
-909.832581,4082.147217,997.456726
-909.246033,4081.857666,996.44104
-908.668152,4081.542969,995.391968
-908.028015,4081.186768,994.358398
-907.482056,4080.896973,993.23114
-906.760071,4080.574951,992.188293
-906.096497,4080.20459,991.203308
-905.404297,4079.770996,990.265564
-904.910339,4079.433838,989.366577
-904.436035,4079.117188,988.531433
-903.975281,4078.598389,987.745911
-903.565002,4078.224121,987.031311
-903.318787,4077.777344,986.559082
-903.148132,4077.284424,986.087219
-903.136108,4076.854736,985.797791
-903.234558,4076.37207,985.620544
-903.525391,4075.85376,985.620117
-903.885254,4075.354492,985.673889
-904.383972,4074.781982,985.815491
-904.851624,4074.214355,985.9375
-905.441467,4073.560791,986.292236
-906.122498,4072.980469,986.627258
-906.849792,4072.312744,987.024109
-907.607849,4071.622314,987.42218
-908.399231,4070.779297,987.904541
-909.157532,4069.946289,988.362732
-910.112,4069.222412,988.871765
-911.03363,4068.237305,989.33075
-911.989502,4067.304688,989.922241
-912.91156,4066.273193,990.444702
-913.659668,4065.283203,990.733643
-914.504517,4064.210938,991.135193
-915.200256,4062.94165,991.437561
-915.85791,4061.827637,991.589294
-916.25177,4060.580322,991.544861
-916.660278,4059.240234,991.519714
-916.856262,4057.97583,991.275818
-917.152893,4056.61499,990.918884
-917.260986,4055.312256,990.191528
-917.293823,4053.909668,989.433594
-917.313843,4052.383301,988.75238
-917.11969,4050.901855,987.908875
