X,Y,Z
-875.049133,3702.050537,1115.941895
-874.889954,3702.210938,1115.690552
-874.750427,3702.455811,1115.497925
-874.63446,3702.688232,1115.235107
-874.481812,3702.906738,1114.954102
-874.386841,3703.064941,1114.681152
-874.319458,3703.217773,1114.404663
-874.177307,3703.478516,1114.146362
-873.982483,3703.622559,1113.83728
-873.775513,3703.845459,1113.405029
-873.664856,3704.023438,1113.009888
-873.587646,3704.157227,1112.660645
-873.524231,3704.381348,1112.278564
-873.419678,3704.666016,1111.975586
-873.365295,3704.992676,1111.59436
-873.340454,3705.191162,1111.026123
-873.234192,3705.525146,1110.471436
-873.182739,3705.844482,1109.987549
-873.24353,3706.100342,1109.465332
-873.248535,3706.355713,1108.994629
-873.203613,3706.729004,1108.526367
-873.168884,3707.135986,1107.89624
-873.211975,3707.508301,1107.258301
-873.217163,3707.998291,1106.568237
-873.250061,3708.307373,1105.851562
-873.294739,3708.681885,1105.106567
-873.234375,3709.115234,1104.296631
-873.171875,3709.529541,1103.468994
-873.107239,3710.149902,1102.460083
-873.071594,3710.654785,1101.44751
-873.043762,3711.095215,1100.415527
-872.986389,3711.535645,1099.327271
-872.94281,3711.954102,1098.099243
-872.885254,3712.496582,1096.845093
-872.861633,3713.040527,1095.514648
-872.819153,3713.497559,1094.157593
-872.790894,3713.949219,1092.772583
-872.677917,3714.376221,1091.271973
-872.577881,3714.966797,1089.683838
-872.455872,3715.427979,1087.990234
-872.283875,3715.825928,1086.375122
-872.32959,3716.38208,1084.897583
-872.106689,3716.864258,1082.958618
-871.959351,3717.338623,1081.260742
-871.804504,3717.822266,1079.490479
-871.670837,3718.449219,1077.696411
-871.46344,3719.157715,1075.880615
-871.334778,3719.649414,1074.265137
-871.11438,3720.303711,1072.29834
-870.854431,3721.01709,1070.557617
-870.730957,3721.671143,1068.889404
-870.583923,3722.388672,1067.043701
-870.420654,3723.154053,1065.348633
-870.3573,3723.80835,1063.658813
-870.244568,3724.584229,1061.882446
-870.022156,3725.383789,1060.057373
-869.913879,3726.191162,1058.364502
-869.544373,3727.075439,1056.594482
-869.394348,3728.024414,1054.958374
-869.115051,3729.053711,1053.374756
-868.655396,3730.015381,1051.625244
-868.244873,3731.026123,1049.97937
-867.840759,3732.195068,1048.308472
-867.475403,3733.299072,1046.816284
-867.049011,3734.401123,1045.272705
-866.575256,3735.667969,1043.75769
-866.096619,3736.957275,1042.292236
-865.714294,3738.20874,1040.862183
-865.29303,3739.402588,1039.363892
-864.860779,3740.73291,1038.049561
-864.352356,3742.008545,1036.751465
-863.783691,3743.325195,1035.366211
-863.299622,3744.649658,1034.117432
-862.750732,3745.995117,1032.837769
-862.049622,3747.378662,1031.520264
-861.505737,3748.782959,1030.379761
-860.748047,3750.104736,1029.138306
-860.221863,3751.488037,1027.9552
-859.499817,3752.721436,1026.736816
-858.822205,3754.137695,1025.621948
-858.244385,3755.422363,1024.471069
-857.56781,3756.688477,1023.433105
-856.824402,3757.974854,1022.253052
