time in seconds,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Rcarz
1.508273,839374435,-113.4221115,-18.11641121,49.54988098,2.892677069,-8.715050697,-4.008784771,2.448554993,-5.39389801,11.73118019,984.659302
1.516606,839382768,-113.4174881,-18.0141468,49.54797363,2.797015667,-8.80226326,-3.967514277,2.485183001,-5.515436649,10.72251701,985.227783
1.524939,839391101,-113.407753,-17.91335678,49.55527115,2.823083162,-8.654424667,-3.979237318,3.069700003,-6.590927124,10.23915005,985.837036
1.533272,839399434,-113.3994904,-17.81229401,49.57323456,2.746766329,-8.776913643,-4.038209915,3.655549288,-7.536709309,9.687856674,986.486572
1.541605,839407767,-113.3950729,-17.72658539,49.59080887,2.84607482,-8.567987442,-4.086750984,2.805104494,-6.948271751,8.112067223,987.175171
1.549938,839416100,-113.4151993,-17.64667511,49.61512375,2.810572624,-8.618452072,-4.04220438,0.475182503,-7.19785738,7.064777851,987.901306
1.558271,839424433,-113.4357986,-17.57284737,49.6432457,2.812509537,-8.660719872,-4.109801769,0.180695638,-7.494699955,6.320940018,988.663879
1.566604,839432766,-113.4609985,-17.49489594,49.68087006,2.853102446,-8.654714584,-4.036091328,0.338095129,-8.508229256,6.237694263,989.461975
1.574937,839441099,-113.4862061,-17.41727066,49.72404861,2.807116747,-8.631027222,-4.131624699,0.16097267,-9.264823914,6.04525423,990.294617
1.58327,839449432,-113.5199661,-17.33525848,49.77197266,2.837329865,-8.586025238,-4.098145962,-0.329270989,-9.795882225,6.202755451,991.160339
1.591603,839457765,-113.5510254,-17.26071548,49.81891251,2.833233833,-8.676465988,-4.19293642,-0.421123683,-9.524859428,5.522621632,992.056396
1.599936,839466098,-113.5919037,-17.19158363,49.86148071,2.976397753,-8.532867432,-4.284177303,-1.388368368,-8.627668381,5.017636776,992.980042
1.608269,839474431,-113.6394043,-17.13404465,49.89113998,3.026400566,-8.520773888,-4.335499763,-3.018048286,-6.903189182,4.433503628,993.928345
1.616602,839482764,-113.7042389,-17.07910347,49.91777802,2.995513439,-8.656860352,-4.216114998,-4.836070061,-6.284657478,4.178078651,994.898376
1.624935,839491097,-113.7715759,-17.01716614,49.95308304,2.8326509,-8.605047226,-4.085486889,-5.206248283,-7.7220788,4.642183781,995.887512
1.633268,839499430,-113.8413086,-16.9376545,50.00270844,2.886283875,-8.737261772,-4.165227413,-4.626135826,-9.903283119,5.797718048,996.893799
1.641601,839507763,-113.9000778,-16.84799767,50.05519485,2.87788558,-8.75688076,-4.270411015,-3.589758396,-10.88640976,6.869777679,997.916199
1.649934,839516096,-113.9573212,-16.75606918,50.10324097,2.945175648,-8.898139,-4.359636784,-3.197784185,-10.36021709,7.213674545,998.953369
1.658267,839524429,-114.0079651,-16.67025185,50.14115524,2.954776764,-8.951993942,-4.424474239,-3.135976315,-9.188389778,7.107016087,1000.003357
1.6666,839532762,-114.064476,-16.58127213,50.17978287,2.897194624,-8.839549065,-4.276497364,-3.449648142,-9.246533394,7.311518669,1001.064209
1.674933,839541095,-114.1147079,-16.47925949,50.21991348,2.732992887,-8.97939682,-4.260941982,-3.025118589,-10.23396397,8.759647369,1002.134949
1.683266,839549428,-114.1681595,-16.36275482,50.26652527,2.593893528,-9.018834114,-4.289977074,-2.825403929,-11.45717239,9.931447029,1003.21582
1.691599,839557761,-114.2205658,-16.24849129,50.31335068,2.549108505,-8.884562492,-4.283908844,-3.075937033,-11.55824471,9.766850471,1004.308105
1.699932,839566094,-114.2840195,-16.12878227,50.3588028,2.477133751,-9.118227005,-4.315404892,-4.088186264,-11.52187347,10.31199741,1005.413635
1.708265,839574427,-114.3482819,-16.02145958,50.39643097,2.458368301,-9.018198967,-4.392961502,-4.830844879,-10.27912045,9.419955254,1006.532288
1.716598,839582760,-114.4227142,-15.9229269,50.42825317,2.45678091,-9.219027519,-4.399551868,-5.876213551,-9.066287994,8.616412163,1007.66394
1.724931,839591093,-114.5037918,-15.83602428,50.45848083,2.470725536,-9.418115616,-4.328363419,-7.104390144,-8.515812874,7.516920567,1008.80835
1.733264,839599426,-114.5866394,-15.72587585,50.50376511,2.482751608,-9.388087273,-3.99438858,-6.458579063,-11.08466434,9.2114048,1009.966614
1.741597,839607759,-114.6446991,-15.57799149,50.57155991,2.363265753,-9.397879601,-4.215874195,-3.138180494,-15.5359621,12.33916283,1011.141052
1.74993,839616092,-114.6895218,-15.40975571,50.65442276,2.46391201,-9.439790726,-4.477872372,-0.722296119,-17.97387505,13.70376205,1012.333252
1.758263,839624425,-114.7307587,-15.24359798,50.72392654,2.657142401,-9.217694283,-4.727126122,-1.113271952,-16.66396332,14.22132397,1013.543274
1.766596,839632758,-114.7775726,-15.07550335,50.77835083,2.540432215,-8.951363564,-4.711041927,-1.910720468,-15.01699257,15.02873707,1014.769775
1.774929,839641091,-114.8214798,-14.90200996,50.82066345,2.484871626,-8.942483902,-4.797188282,-2.323314428,-14.20647907,16.31159782,1016.01123
1.783262,839649424,-114.8693008,-14.72209549,50.84390259,2.566672325,-8.588864326,-4.897751331,-3.025657177,-12.36163902,17.80900764,1017.266052
1.791595,839657757,-114.9239044,-14.53710651,50.85106277,2.333578348,-8.725193024,-4.751651764,-4.701366901,-11.11947727,19.25611115,1018.532776
1.799928,839666090,-114.9825058,-14.33033657,50.85838318,2.270923376,-8.758135796,-4.572412491,-4.810585976,-12.08439255,21.48657608,1019.810303
1.808261,839674423,-115.0374451,-14.10517216,50.87350845,2.231611967,-8.925720215,-4.5762887,-4.515946388,-14.04175854,23.21269608,1021.097656
1.816594,839682756,-115.0924454,-13.87534904,50.88521576,2.531134367,-9.284910202,-4.911556721,-4.251914978,-13.76758385,23.75028992,1022.393127
1.824927,839691089,-115.1507187,-13.66000271,50.87431717,2.753356457,-9.029637337,-4.969379902,-5.672839165,-10.84333229,23.40790367,1023.694641
1.83326,839699422,-115.231987,-13.45857334,50.85148621,2.590995312,-9.457364082,-4.917766094,-8.3819561,-8.723931313,22.35354042,1025.000244
1.841593,839707755,-115.3132782,-13.26974487,50.82458496,2.524474859,-9.458521843,-4.780483723,-8.869267464,-7.856224537,21.30010796,1026.307495
1.849926,839716088,-115.3969345,-13.07366085,50.80592346,2.387008429,-9.601163864,-4.681070805,-8.53615284,-8.955329895,21.54758835,1027.61438
1.858259,839724421,-115.4665451,-12.87418747,50.79115295,2.427252769,-9.27794075,-4.76113224,-7.119812965,-9.74376297,21.82862854,1028.919556
1.866592,839732754,-115.5463943,-12.65513802,50.78583145,2.177609444,-9.189059258,-4.603308678,-7.708762646,-11.60574055,23.34412575,1030.221558
1.874925,839741087,-115.6239014,-12.42384624,50.78442764,2.055694103,-9.13232708,-4.715158463,-7.705432892,-12.85966301,24.57407188,1031.519043
1.883258,839749420,-115.7032394,-12.18114853,50.78572464,2.085131168,-9.013112068,-4.640402794,-7.474904537,-13.60690594,25.53440094,1032.810303
1.891591,839757753,-115.7709045,-11.92680168,50.77903366,1.936445713,-9.061646461,-4.655965328,-6.655377865,-13.57120132,27.30501366,1034.094482
1.899924,839766086,-115.8372345,-11.66640854,50.76269913,1.887470126,-8.87242794,-4.727196217,-6.345061302,-12.73220634,28.31595993,1035.369629
1.908257,839774419,-115.912735,-11.41640377,50.73075104,2.002782583,-8.952456474,-4.984442711,-8.195408821,-10.73321915,28.10451508,1036.634399
1.91659,839782752,-115.9938507,-11.17943382,50.68093109,1.800187588,-8.814405441,-4.823565006,-8.891296387,-8.035805702,27.47921181,1037.887085
1.924923,839791085,-116.0772476,-10.93980694,50.62840271,1.746261239,-9.277064323,-4.640786648,-9.583446503,-8.083757401,28.02295876,1039.126221
1.933256,839799418,-116.143158,-10.69122696,50.57936096,1.616344571,-9.371651649,-4.519564152,-6.993614197,-8.801673889,28.67689133,1040.351929
1.941589,839807751,-116.1866684,-10.42519188,50.53407288,1.609348059,-9.238909721,-4.389381409,-4.583952904,-10.30374432,30.47828865,1041.564819
1.949922,839816084,-116.2197113,-10.13070107,50.50352859,1.404175639,-9.183156013,-4.335008621,-2.605610847,-13.23547745,32.64543915,1042.766235
1.958255,839824417,-116.2566223,-9.820976257,50.47515869,1.494029045,-9.214056015,-4.590157509,-3.385872364,-14.44728947,34.29023361,1043.95752
1.966588,839832750,-116.3012543,-9.521676064,50.43946838,1.459389687,-9.150308609,-4.707528591,-4.061704636,-12.98635387,33.41376877,1045.139282
1.974921,839841083,-116.3509369,-9.238349915,50.40161514,1.439143419,-9.304586411,-4.615818024,-5.072161674,-12.08465481,31.93100929,1046.312988
1.983254,839849416,-116.3932114,-8.954008102,50.37481689,1.250908375,-9.176538467,-4.354251385,-3.565761089,-13.18460751,31.31895256,1047.47876
1.991587,839857749,-116.4393845,-8.655319214,50.36873245,1.28418231,-9.196960449,-4.375852108,-4.020850658,-16.31964111,31.89287186,1048.637817
1.99992,839866082,-116.4778366,-8.345809937,50.36978149,1.295952678,-9.016449928,-4.552200794,-2.58691287,-17.54054642,32.52917862,1049.791138
2.008253,839874415,-116.5302658,-8.02896595,50.37011337,1.369812489,-8.863890648,-4.63036871,-4.652012825,-18.02340508,33.47962952,1050.939331
2.016586,839882748,-116.5824661,-7.708599567,50.35387802,1.328129053,-8.803396225,-4.836554527,-4.526656151,-16.34295654,34.58014679,1052.08374
2.024919,839891081,-116.6200867,-7.389886379,50.31774139,1.30858767,-8.601744652,-4.723932743,-3.452188253,-14.3035965,35.59454346,1053.224487
2.033252,839899414,-116.6493454,-7.075245857,50.26314163,1.228421569,-8.708559036,-4.746630192,-2.32764554,-11.99892712,35.99559021,1054.360718
2.041585,839907747,-116.6907806,-6.772055149,50.20378494,1.299425006,-8.70272541,-4.638719082,-4.199381828,-11.03452206,35.15684509,1055.492065
2.049918,839916080,-116.7475204,-6.456715107,50.14921951,1.269966722,-8.650547028,-4.48383522,-5.555478096,-12.08962631,36.0582428,1056.616821
2.058251,839924413,-116.7815247,-6.131577492,50.09667969,1.128456116,-8.969064713,-4.507923126,-3.137517214,-12.99785805,37.12866211,1057.73291
2.066584,839932746,-116.8093948,-5.822805405,50.04077911,1.275138021,-9.158304214,-4.862183094,-2.036769629,-11.64186287,35.41468048,1058.839844
2.074917,839941079,-116.8558884,-5.528793335,49.98100281,1.319224715,-8.725028038,-4.563398838,-4.656750202,-10.57812786,34.17525482,1059.936279
2.08325,839949412,-116.9275284,-5.219387531,49.93185425,0.897708893,-8.857270241,-4.399745941,-7.142896652,-12.4554491,35.10411072,1061.022827
2.091583,839957745,-116.9885864,-4.904455662,49.8900528,0.892447293,-9.084688187,-4.531574249,-6.137306213,-13.70114803,35.42149353,1062.099731
2.099916,839966078,-117.0476456,-4.599114895,49.84263992,0.953374147,-8.839086533,-4.565382957,-5.553966999,-12.49489594,34.55460739,1063.167236
2.108249,839974411,-117.105423,-4.296090126,49.79232025,0.717687845,-8.774425507,-4.347654819,-5.771021843,-12.21423912,34.58869553,1064.225464
2.116582,839982744,-117.1863251,-3.998487473,49.73580551,0.755843461,-8.710119247,-4.507441998,-8.196079254,-11.18121719,34.20195007,1065.27417
2.124915,839991077,-117.2792435,-3.715709686,49.66645813,0.815168023,-8.95676899,-4.435167313,-10.07682991,-9.16757679,33.44263458,1066.312622
2.133248,839999410,-117.3705215,-3.433519602,49.59236145,0.653263271,-8.845377922,-4.235396862,-9.507631302,-8.571814537,33.49596786,1067.340088
2.141581,840007743,-117.4622726,-3.157594681,49.51292419,0.553867757,-9.161324501,-4.518639088,-9.928061485,-7.818933487,33.24468613,1068.355713
2.149914,840016076,-117.5592346,-2.902523041,49.41549301,1.147849798,-8.787407875,-4.629143715,-10.25725651,-4.702675343,31.88033485,1069.358398
2.158247,840024409,-117.674736,-2.665590525,49.30531311,0.600118637,-8.626625061,-4.347482204,-12.87008953,-2.499004126,30.78354073,1070.347168
2.16658,840032742,-117.818306,-2.418145657,49.20406342,0.456739932,-8.846251488,-4.193813324,-15.77682209,-4.002048492,31.27643394,1071.320923
2.174913,840041075,-117.9587326,-2.164361238,49.10978317,0.325362384,-8.774258614,-4.373952389,-15.67075443,-5.273336411,31.67483902,1072.276733
2.183246,840049408,-118.1115417,-1.907494903,49.01164627,0.502209067,-8.373458862,-4.565324306,-16.76576805,-5.0235219,32.08493423,1073.211182
2.191579,840057741,-118.2767334,-1.659952879,48.91036224,0.335074842,-8.41037178,-4.633865356,-18.57021141,-4.347508907,31.39039612,1074.121216
2.199912,840066074,-118.4594574,-1.396152139,48.82369995,0.048145607,-8.450667381,-4.327461243,-20.22187614,-6.825793266,32.13916016,1075.00354
2.208245,840074407,-118.6333008,-1.111541271,48.75696564,-0.33428055,-8.513856888,-4.350357533,-19.4053688,-10.30933285,33.2985878,1075.854858
2.216578,840082740,-118.826561,-0.810042977,48.70287704,-0.170435563,-8.28229332,-4.541676044,-21.31691742,-12.63178158,34.19286728,1076.67334
2.224911,840091073,-119.0441742,-0.521266758,48.63757324,-0.185144037,-8.163994789,-4.87970686,-24.5723896,-10.93048286,33.58786011,1077.457031
2.233244,840099406,-119.3026123,-0.247443169,48.55530167,-0.310007125,-8.128332138,-4.826800823,-29.10125732,-8.331428528,32.84666443,1078.204834
2.241577,840107739,-119.5929565,0.010883907,48.47186279,-0.52975136,-8.140374184,-4.631440639,-33.22958374,-7.541100025,31.38798523,1078.916626
2.24991,840116072,-119.9170609,0.283428401,48.41300201,-0.857375681,-8.226713181,-4.399110317,-36.89868927,-11.03230476,31.23958778,1079.592041
2.258243,840124405,-120.2345123,0.572164178,48.3821373,-0.943449914,-8.45991993,-4.669694901,-36.43448257,-15.181077,31.30997276,1080.229858
2.266576,840132738,-120.5501938,0.860137582,48.36843491,-0.615892708,-8.63832283,-5.078410625,-35.88867188,-16.99695396,29.97677422,1080.82959
2.274909,840141071,-120.864624,1.139214039,48.36361313,-0.350076139,-8.411194801,-5.276323795,-36.08964157,-17.62655067,28.55945778,1081.391724
2.283242,840149404,-121.2047424,1.418489933,48.36674881,-0.136742324,-8.263357162,-5.331744194,-38.85329819,-18.53434944,27.85253334,1081.91687
2.291575,840157737,-121.5815735,1.712235093,48.38531113,-0.175361693,-8.651162148,-5.302073479,-43.64910889,-21.28487396,28.40012932,1082.407104
2.299908,840166070,-121.9676208,2.025004148,48.41311264,-0.036110535,-8.940788269,-5.607235909,-44.46360016,-23.53058624,29.48175049,1082.86377
2.308241,840174403,-122.3460083,2.337472916,48.43817902,0.260542572,-9.319490433,-5.898395538,-43.89165497,-23.52387619,29.61676598,1083.288208
2.316574,840182736,-122.691246,2.644926071,48.44282913,0.379309475,-9.449299812,-6.116437435,-39.48346329,-21.24116707,30.14058685,1083.681763
2.324907,840191069,-123.0157242,2.962001324,48.43622589,0.407125264,-9.085640907,-5.854017735,-37.26698685,-20.99757957,31.86550713,1084.045288
2.33324,840199402,-123.3258133,3.299614429,48.42619705,0.442212731,-9.742722511,-6.004835129,-35.17947769,-22.10239983,33.90812302,1084.380493
2.341573,840207735,-123.5669327,3.636883259,48.39266968,0.436699301,-9.930494308,-6.368990421,-27.06021309,-19.98062706,35.45195007,1084.687866
2.349906,840216068,-123.784256,3.962896347,48.34254456,0.511754334,-9.144294739,-6.224239826,-23.71795464,-17.64898109,35.23311996,1084.967896
2.358239,840224401,-123.9950256,4.292245388,48.28009796,0.451396883,-9.243850708,-6.16564846,-23.12016869,-16.85225105,36.445858,1085.221069
2.366572,840232734,-124.1924133,4.620462418,48.1999855,0.218625769,-9.30163002,-6.189811707,-20.98109436,-15.10515308,37.34476852,1085.447754
2.374905,840241067,-124.3826904,4.963401794,48.11468506,0.020109847,-9.162021637,-5.980151176,-20.34624672,-15.77606869,39.21884155,1085.649292
2.383238,840249400,-124.5405502,5.313335896,48.01161575,-0.071398906,-9.394856453,-6.249973297,-15.87678146,-14.5760355,40.95960236,1085.826294
2.391571,840257733,-124.6684113,5.671387672,47.89922333,-0.380670011,-9.041536331,-5.860840797,-12.42090607,-14.3734808,42.45971298,1085.97937
2.399904,840266066,-124.7855377,6.042021751,47.78458405,-0.492032975,-9.218886375,-6.064272881,-10.69918919,-15.07085514,43.7228775,1086.109131
2.408237,840274399,-124.887619,6.408345699,47.66176224,-0.609791934,-8.890657425,-5.89948082,-9.019533157,-14.10647869,43.9218483,1086.216309
2.41657,840282732,-124.9869156,6.784454823,47.53520584,-0.913991511,-9.006380081,-5.773579597,-8.221775055,-14.46876526,45.01581192,1086.301514
2.424903,840291065,-125.0641403,7.16310358,47.40417099,-1.249066353,-9.061588287,-5.840413094,-5.723563671,-14.31851482,45.63865662,1086.365601
2.433236,840299398,-125.1252289,7.556546688,47.26487732,-0.955550671,-8.857263565,-5.91356945,-3.251273394,-14.57793903,47.53973007,1086.409058
2.441569,840307731,-125.1467285,7.95421648,47.11181259,-1.271767139,-8.206433296,-6.264734268,1.532695413,-13.60201073,48.97188187,1086.43396
2.449902,840316064,-125.2183533,8.341205597,46.95500565,-1.178851604,-8.005777359,-5.891186714,-3.992192745,-12.53486633,48.07130051,1086.442017
2.458235,840324397,-125.3041534,8.719836235,46.79801941,-1.508083224,-8.584038734,-5.760130882,-5.868258953,-12.03948402,47.32353592,1086.435425
2.466568,840332730,-125.3837662,9.094323158,46.63535309,-1.688614011,-8.383611679,-5.61813736,-4.594204903,-11.26959515,47.19620895,1086.41748
2.474901,840341063,-125.4732971,9.478103638,46.47458649,-1.422608256,-8.44258976,-5.355994225,-5.999737263,-12.2047739,48.03530884,1086.390381
2.483234,840349396,-125.5258636,9.896178246,46.29502106,-1.654554129,-8.491746902,-5.632311344,-0.749653637,-12.85271645,52.55937576,1086.3573
2.491567,840357729,-125.5532761,10.33289433,46.1037674,-1.468797803,-8.039441109,-6.017643929,2.371129036,-13.09889984,55.24768829,1086.319702
2.4999,840366062,-125.5930176,10.75807953,45.9026947,-1.32758069,-7.732143402,-5.920739174,1.571629524,-11.4027195,54.68432236,1086.278198
2.508233,840374395,-125.6532669,11.18184376,45.70694733,-1.75894177,-7.85772419,-5.683992863,-1.125415683,-11.89546394,54.23837662,1086.234131
2.516566,840382728,-125.7201385,11.60773468,45.52152252,-1.825628519,-7.734901428,-5.697623253,-1.702531457,-13.11670113,53.62205124,1086.187866
2.524899,840391061,-125.8024445,12.02751637,45.34225845,-1.818317652,-7.839400768,-5.871032715,-3.837816238,-13.37478924,52.65369415,1086.140137
2.533232,840399394,-125.9067917,12.43011761,45.15450287,-1.804944038,-7.711027145,-5.779799938,-5.825587749,-11.47451305,51.44552994,1086.091553
2.541565,840407727,-126.0286865,12.82358265,44.96858597,-2.072715282,-7.785736084,-5.571480274,-8.117145538,-11.13281918,50.47239685,1086.041504
2.549898,840416060,-126.1677475,13.21052456,44.78764725,-2.1528759,-7.990034103,-5.588399887,-9.876077652,-11.30018139,49.36669922,1085.989136
2.558231,840424393,-126.3110046,13.58559132,44.61339569,-2.262240887,-7.73775816,-5.405472755,-10.71118069,-11.22244167,47.79761505,1085.932983
2.566564,840432726,-126.4681549,13.97131157,44.45603561,-2.466612339,-7.797057629,-5.279230595,-12.44549847,-13.73635674,47.52889633,1085.871094
2.574897,840441059,-126.6186218,14.36215305,44.31251907,-2.608585358,-7.855741501,-5.412613392,-12.20664501,-15.53125286,47.09412003,1085.80188
2.58323,840449392,-126.7749634,14.73548794,44.16687775,-2.34382081,-8.07767868,-5.756984234,-12.45978928,-14.24889755,45.41596603,1085.723022
2.591563,840457725,-126.9253082,15.08220673,44.0047493,-2.175978184,-7.77434206,-5.653420925,-11.40411949,-10.92912865,44.04149246,1085.633423
2.599896,840466058,-127.0783081,15.425807,43.83395386,-2.339141607,-7.93520546,-5.471550941,-11.06137371,-10.06659126,44.21590042,1085.531494
2.608229,840474391,-127.1934891,15.77008438,43.6657486,-2.448052406,-8.000375748,-5.44997263,-6.762503147,-10.464818,44.14302826,1085.416504
2.616562,840482724,-127.2643509,16.11406898,43.497509,-2.197418451,-8.013520241,-5.620467186,-1.052183509,-10.56412506,44.00092316,1085.28894
2.624895,840491057,-127.3117371,16.45101929,43.31937408,-1.969676614,-7.606229305,-5.767673969,1.938015223,-9.194784164,44.0699501,1085.148193
2.633228,840499390,-127.3457108,16.78510475,43.13385391,-1.916205764,-7.052750111,-5.732260704,4.187640667,-8.396105766,44.21182632,1084.994873
2.641561,840507723,-127.381134,17.12660789,42.9540062,-2.13332963,-7.48967886,-5.639900684,3.674816847,-9.483483315,44.56942749,1084.828979
2.649894,840516056,-127.3905716,17.4666996,42.76893234,-2.174242258,-7.511006355,-5.676727295,7.36463213,-8.994353294,44.70021439,1084.650024
2.658227,840524389,-127.3747101,17.80271912,42.58112717,-2.088576794,-7.461966038,-5.667482853,10.36109352,-8.437140465,44.5498848,1084.457031
2.66656,840532722,-127.3376389,18.12304688,42.38381958,-2.158761501,-7.611292362,-5.578820705,13.64445877,-6.487969875,43.6232872,1084.247925
2.674893,840541055,-127.2894974,18.43194389,42.1826973,-2.179992914,-7.661105633,-5.431669235,14.97962761,-5.264657021,42.84407043,1084.02002
2.683226,840549388,-127.2286682,18.72690773,41.98376465,-2.263667583,-7.587917328,-5.337980747,16.79158211,-4.49868679,41.2820015,1083.769775
2.691559,840557721,-127.1655807,19.01206589,41.80187607,-2.301981449,-7.676573277,-5.244565964,16.26310349,-5.256536007,39.21326828,1083.493164
2.699892,840566054,-127.0926819,19.27207947,41.62387466,-2.210762501,-7.894016266,-5.468911648,17.63302994,-3.825977802,36.47649765,1083.184937
2.708225,840574387,-127.0157394,19.50251579,41.4443779,-2.270477533,-7.430654049,-5.430323601,18.01721573,-1.469285607,33.78131485,1082.839722
2.716558,840582720,-126.9444885,19.70323181,41.26822662,-2.48506093,-7.119533539,-5.430631638,17.51727295,0.326287299,30.6434288,1082.451294
2.724891,840591053,-126.8879242,19.87869263,41.10448074,-2.599770784,-6.8195467,-5.474223614,15.07264614,1.115180731,27.40872765,1082.013062
2.733224,840599386,-126.8347321,20.02611923,40.93764877,-2.693542957,-6.776686192,-5.497590542,15.08757591,3.348487377,24.8741684,1081.518311
2.741557,840607719,-126.76577,20.16016388,40.77188492,-2.915266275,-6.721908569,-5.230076313,16.74082375,4.300774097,23.53986931,1080.960938
2.74989,840616052,-126.6826859,20.28092575,40.6112175,-3.108460426,-6.834886551,-5.198849201,18.50912666,4.735626698,21.87007713,1080.336182
2.758223,840624385,-126.6038589,20.38034821,40.45833206,-3.005416155,-6.648465633,-5.174533367,17.46757126,5.661222935,19.30949402,1079.641357
2.766556,840632718,-126.5386963,20.47013474,40.32669449,-3.068024158,-6.090815544,-5.042131901,15.20291328,4.367344856,16.90997505,1078.876465
2.774889,840641051,-126.5034943,20.56685448,40.22770309,-3.004092932,-6.216440201,-5.041433334,10.01956177,1.012108326,15.41576481,1078.045288
2.783222,840649384,-126.4687958,20.66356277,40.14056015,-3.347022533,-6.669622898,-5.041313648,9.717309952,-0.136754408,14.58770466,1077.153442
2.791555,840657717,-126.4260101,20.75309372,40.05530167,-3.192560673,-6.607948303,-5.188323498,10.38346195,0.296087831,13.79663849,1076.210449
2.799888,840666050,-126.384346,20.83269119,39.96409225,-3.176904202,-6.308546066,-5.214902878,10.75750732,1.460126758,13.19767284,1075.228149
2.808221,840674383,-126.3636932,20.89505386,39.86963654,-3.193758488,-6.604794979,-5.315120697,8.146723747,3.068137407,11.77526188,1074.219604
2.816554,840682716,-126.3504028,20.93183136,39.76557922,-3.118200541,-6.716588974,-5.390842438,7.922805309,5.670980453,9.904297829,1073.199951
2.824887,840691049,-126.3420944,20.96959877,39.66703796,-3.198840618,-6.316569328,-5.00189352,6.858685017,5.187279701,9.665032387,1072.184814
2.83322,840699382,-126.3446198,21.0351429,39.590065,-3.366587877,-6.529285908,-4.964321613,4.881216049,1.177934885,10.88396454,1071.190308
2.841553,840707715,-126.3288193,21.10973549,39.52296066,-3.542192221,-6.687068462,-5.132967472,6.423962116,-0.273022205,11.13096237,1070.233643
2.849886,840716048,-126.3176804,21.18623352,39.46981049,-3.533133268,-6.552206993,-5.051253796,5.510352612,-1.750605226,10.35520935,1069.330933
2.858219,840724381,-126.3116989,21.25536537,39.41889191,-3.507949591,-6.952135086,-5.280378342,4.560883999,-1.345644116,9.527074814,1068.497925
2.866552,840732714,-126.3169632,21.3131485,39.37083054,-3.546287537,-6.669578552,-5.119532108,3.333193302,-0.88056612,8.200819969,1067.74646
2.874885,840741047,-126.327919,21.35027695,39.32599258,-3.444116116,-6.899203777,-5.279143333,2.277143955,0.376772583,6.028963566,1067.085327
2.883218,840749380,-126.3583908,21.36556816,39.28079224,-3.361552477,-7.152480125,-5.294564724,0.190147296,1.878560901,3.904083729,1066.519409
2.891551,840757713,-126.3915024,21.35947418,39.2414093,-3.402248383,-6.999635696,-5.241685867,-0.620735407,2.956869125,1.489583135,1066.048584
2.899884,840766046,-126.4369507,21.3405838,39.22067642,-3.443246841,-7.026422501,-5.226121902,-2.67773819,2.105195522,-1.013913989,1065.669434
2.908217,840774379,-126.4867706,21.30748177,39.2194252,-3.412251234,-7.29905653,-5.366069317,-4.291254997,1.451340914,-3.644214153,1065.374878
2.91655,840782712,-126.5298691,21.25494576,39.2325592,-3.398700476,-6.992516994,-5.235664845,-3.874487162,1.466786504,-6.507630348,1065.155396
2.924883,840791045,-126.5768204,21.20349503,39.25962067,-3.257139683,-7.266154766,-5.261341572,-5.175228119,0.225469291,-7.292757034,1064.999146
2.933216,840799378,-126.6146774,21.14411163,39.28702545,-3.281331062,-7.256408215,-5.353329659,-3.866596937,0.681735694,-8.118073463,1064.891479
2.941549,840807711,-126.6542587,21.0769043,39.31451416,-3.130895138,-7.409715176,-5.406303406,-4.307878971,1.320990205,-8.841060638,1064.81604
2.949882,840816044,-126.6995468,21.00486374,39.33784485,-3.130840778,-7.212198257,-5.338145733,-4.5677104,1.970003724,-9.05527401,1064.755493
2.958215,840824377,-126.7293701,20.93931389,39.36170959,-3.277890444,-7.342837811,-5.349692822,-2.972506523,1.537840247,-8.436612129,1064.692749
2.966548,840832710,-126.7376022,20.87269211,39.38935471,-3.400658607,-7.432561398,-5.356701374,-0.307268351,1.195275426,-8.821516037,1064.612549
2.974881,840841043,-126.7445145,20.79026985,39.40952301,-3.142343521,-7.492117882,-5.722878456,-0.059886087,3.081840992,-9.810482979,1064.501587
2.983214,840849376,-126.7799225,20.67920303,39.41014099,-3.024910688,-7.210573673,-5.679040432,-2.413783312,6.820137501,-11.27892208,1064.350586
2.991547,840857709,-126.8441544,20.5616188,39.4064827,-3.157076836,-7.230654716,-5.424848557,-5.919296741,7.762023449,-11.58255386,1064.15271
2.99988,840866042,-126.8927994,20.44631577,39.40019226,-3.323842049,-7.789027691,-5.501468182,-3.714474678,7.762791634,-11.20305443,1063.905151
3.008213,840874375,-126.9053116,20.33538246,39.38829041,-3.342838287,-7.484286308,-5.424448013,0.628586292,8.041142464,-10.37453556,1063.607056
3.016546,840882708,-126.908989,20.22694016,39.35521317,-3.179331541,-7.731179714,-5.881093502,2.793860197,9.687855721,-8.724773407,1063.26123
3.024879,840891041,-126.9082642,20.09041405,39.28755188,-3.097393274,-7.512961864,-5.895771503,4.517904282,14.91224098,-9.053507805,1062.871948
3.033212,840899374,-126.9159927,19.94311523,39.19937134,-3.303708076,-7.400398731,-5.577845097,4.549256325,17.46119118,-8.713300705,1062.444824
3.041545,840907707,-126.9204483,19.81261063,39.12472534,-3.588222265,-7.632531166,-5.264466763,4.144678593,15.12183952,-7.992743015,1061.987305
3.049878,840916040,-126.895874,19.70306015,39.07157516,-3.707731247,-7.474586487,-5.178003311,6.959658146,11.59086609,-7.455895424,1061.507568
3.058211,840924373,-126.8621292,19.6240139,39.03543854,-3.530131578,-7.598715305,-5.392800808,7.139597416,7.937045097,-5.668430805,1061.014038
