Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,time_seconds,filtered_accel_x,filtered_accel_y,filtered_accel_z,Vel_X,Vel_Y,Vel_Z,Displacement_X,Displacement_Y,Displacement_Z,Acc_Global_X,Acc_Global_Y,Acc_Global_Z,Dy_dt,Dz_dt,Dx_dt,Vel_X_Roll_Mean,Vel_Y_Roll_Mean,Vel_Z_Roll_Mean,Vel_X_Roll_Std,Vel_Y_Roll_Std,Vel_Z_Roll_Std,Vel_X_Roll_Sum,Vel_Y_Roll_Sum,Vel_Z_Roll_Sum,Vel_X_Roll_Max,Vel_Y_Roll_Max,Vel_Z_Roll_Max,Vel_X_Roll_Min,Vel_Y_Roll_Min,Vel_Z_Roll_Min,Acc_Global_X_Magnitude,Vel_X_Magnitude
-133.77244567871094,13.848283767700195,22.93523406982422,-1.9860937595367432,-7.465481758117676,-7.499567985534668,-2.055517196655273,3.952700614929199,-20.282793045043945,0.08333333333333333,-1.5942143262379829,-6.156373381113965,-6.284066327134445,-0.16944755917965681,-0.5754205221307847,-0.5392564557405105,-0.00829961560923426,-0.02737710718613278,-0.02497588069835018,0.6537304334508077,0.0042968861056747005,20.55681926568346,7.777061462402344,-13.074188232421875,7.843894958496094,-0.14130895766856727,-0.470604472454588,-0.4336924093916153,0.02289421356330288,0.08360518075231525,0.0839055279121005,-0.7065447883428364,-2.35302236227294,-2.1684620469580764,-0.11148596914259833,-0.3640383846855265,-0.3268963499219393,-0.16944755917965681,-0.5754205221307847,-0.5392564557405105,20.56721177663187,0.8066094331577243
-133.78713989257812,13.691553115844728,23.00986862182617,-1.8800890445709229,-7.360154151916504,-7.650229454040527,-2.2152223587036133,5.789575099945068,-20.31432342529297,0.09166666666666666,-1.4589644259616685,-5.937228042873918,-6.317366175274603,-0.1816055960626707,-0.6248974224880673,-0.5919011738677988,-0.009812995576423183,-0.032584585706866676,-0.029908390480581835,0.7975676200297632,-0.12816814485627992,20.56081733976923,12.639312744140625,-18.079376220703125,12.720565795898438,-0.15533288305258178,-0.5227762800150961,-0.48669337418078734,0.021492068677139445,0.08185322357959732,0.0832761279610607,-0.7766644152629089,-2.613881400075481,-2.4334668709039367,-0.12737423818220708,-0.41814073320943623,-0.38095826495689844,-0.1816055960626707,-0.6248974224880673,-0.5919011738677988,20.576679782249393,0.8796728828261028
-133.80882263183594,13.520306587219238,23.05986213684082,-1.8271806240081787,-7.094165325164795,-7.6518096923828125,-2.3652961254119877,8.976471900939941,-19.477069854736328,0.1,-1.3784096615258423,-5.561553026280572,-6.20132691679601,-0.19309234324205274,-0.6712436977070722,-0.6435788981744323,-0.011422098436773623,-0.03817828318775894,-0.03527154796536877,0.845420402205906,-0.3041474360731701,20.36503296738713,31.918659210205078,-0.18962860107421875,6.349010467529297,-0.1684765040645509,-0.5733968729146233,-0.539217500824294,0.020173951077891557,0.0791857865636127,0.08273283639312297,-0.8423825203227545,-2.8669843645731166,-2.69608750412147,-0.14207458204403395,-0.4713053116256909,-0.4344617399910051,-0.19309234324205274,-0.6712436977070722,-0.6435788981744323,20.384842630790665,0.9497613136496907
-133.85630798339844,13.353592872619627,23.082077026367188,-1.7759556770324707,-6.940495014190674,-7.472525596618652,-4.635217666625977,11.038074493408203,-16.9398136138916,0.10833333333333334,-1.3006623431937203,-5.302704035563649,-5.906954329544373,-0.20393119610200042,-0.7154328980034359,-0.6928035175873021,-0.01312152507095696,-0.04414022400445424,-0.04104491061192962,0.8009770072122304,-0.28863362385975966,20.12689172503062,18.44043731689453,21.51409149169922,6.146993637084961,-0.18084782687614417,-0.6222223901901723,-0.5908858563435535,0.018859207094429595,0.07568593829980147,0.08161753668429335,-0.9042391343807209,-3.111111950950862,-2.9544292817177675,-0.1561624397943403,-0.5241174106215016,-0.48688923634772346,-0.20393119610200042,-0.7154328980034359,-0.6928035175873021,20.14489126418932,1.016567203027191
-133.91749572753906,13.196762084960938,23.081172943115234,-1.8109409809112549,-7.517990112304687,-7.341214656829834,-5.673823356628418,12.086463928222656,-14.099474906921388,0.11666666666666667,-1.3094989976191131,-5.772376980688149,-5.6641887918463745,-0.21484368774882637,-0.7635360395091705,-0.7400050908526885,-0.014911889135530512,-0.05050302433369733,-0.047211619702368694,0.6136440134400165,0.18158164346991687,20.453476139599886,-69.29941177368154,15.757312774658203,-4.198236465454102,-0.1925840764670414,-0.6701061159677061,-0.6415090272445465,0.017890858124468438,0.07381420852599904,0.07945660945970062,-0.962920382335207,-3.3505305798385305,-3.2075451362227323,-0.16944755917965681,-0.5754205221307847,-0.5392564557405105,-0.21484368774882637,-0.7635360395091705,-0.7400050908526885,20.46348496863762,1.0847822953398347
-133.9575958251953,13.054694175720217,23.07910919189453,-1.8231160640716555,-7.714152812957764,-7.155251502990723,-3.069047212600708,11.054760932922363,-12.81874942779541,0.125,-1.2953618560715485,-5.855148024383902,-5.3704336634456595,-0.22563836988275593,-0.8123289397123696,-0.7847587047147356,-0.01679220888455348,-0.05727243216463374,-0.05375127557499149,0.4722547125957003,0.42282370347451714,20.469630644539357,-23.539524078369247,22.31557846069336,-1.4610099792480735,-0.20382223860766127,-0.7174877994840231,-0.6906094770393916,0.01736474630715803,0.07387658588946115,0.07626273994089504,-1.0191111930383063,-3.5874389974201155,-3.4530473851969576,-0.1816055960626707,-0.6248974224880673,-0.5919011738677988,-0.22563836988275593,-0.8123289397123696,-0.7847587047147356,20.479442939729914,1.1517973801338148
-133.98239135742188,12.935629844665527,23.082843780517575,-1.8545364141464236,-7.601549625396728,-7.070501804351807,-1.4305808544158936,8.567642211914062,-11.195394515991213,0.13333333333333333,-1.3003385782596661,-5.629455582871628,-5.181133853114447,-0.23647452470158647,-0.8592410695696332,-0.827934820157356,-0.018762829923733366,-0.06443277441104735,-0.06065073240963613,0.3998169450679621,0.37823123216559973,20.341474034035183,13.512382507324325,10.169963836669922,-3.770442008972168,-0.21479602433544437,-0.7643565289003362,-0.7378162062973028,0.017150877327698218,0.07478071685425419,0.0728638564798647,-1.0739801216772218,-3.821782644501681,-3.689081031486514,-0.19309234324205274,-0.6712436977070722,-0.6435788981744323,-0.23647452470158647,-0.8592410695696332,-0.827934820157356,20.348918357786896,1.2164256997026173
-133.9950714111328,12.840461730957031,23.08555793762207,-1.9277993440628047,-7.63926887512207,-7.077503681182861,0.0881770178675651,6.750926494598389,-9.14266872406006,0.14166666666666666,-1.3465129552350348,-5.555725179800768,-5.085175085071944,-0.24769546599521175,-0.9055387794013062,-0.8703112791996221,-0.020826958807026796,-0.07197893090605822,-0.06790332640296631,0.3153302599008243,0.36774816002904004,20.38975546657487,-4.526309967041122,-0.8402252197265625,-8.79155158996574,-0.22571664888607618,-0.811215545239183,-0.7831626825023409,0.017260023595584196,0.07525326224725466,0.0700523481129451,-1.128583244430381,-4.056077726195915,-3.9158134125117043,-0.20393119610200042,-0.7154328980034359,-0.6928035175873021,-0.24769546599521175,-0.9055387794013062,-0.8703112791996221,20.395509306431492,1.2801543842741294
-134.00042724609375,12.765347480773926,23.089393615722656,-1.954638123512268,-7.331021785736084,-6.834528923034668,0.901787519454956,4.901885986328125,-7.405255317687988,0.15,-1.345663086902028,-5.139307742415897,-4.742153369958189,-0.2589093250527287,-0.9483663439214387,-0.9098292239492737,-0.022984536515799535,-0.07988198377207022,-0.0754852366025436,0.21413672815254062,0.28292280957052507,20.015360177970344,36.98965072631836,29.156970977783203,-3.2206535339356,-0.23671227467622186,-0.8578022344227836,-0.8265678237747351,0.017423134933135447,0.07320628719184978,0.06724754363199974,-1.1835613733811092,-4.289011172113918,-4.132839118873676,-0.21484368774882637,-0.7635360395091705,-0.7400050908526885,-0.2589093250527287,-0.9483663439214387,-0.9098292239492737,20.01850501182344,1.3394857138597311
-134.01991271972656,12.708809852600098,23.089618682861328,-2.002121925354004,-7.2413434982299805,-6.898036956787109,-0.6609752774238586,3.740894556045532,-5.599835395812988,0.15833333333333333,-1.3650814418889803,-4.9457884502804,-4.708029582007337,-0.27028500373513686,-0.9895812476737753,-0.9490628037993348,-0.025236911546925676,-0.08812849416935167,-0.08339409330087139,0.19914306333569937,0.16284625402481565,20.00618972255896,10.761394500732422,-7.620964050292969,-5.698056221008301,-0.24780053787348394,-0.9030112760557045,-0.8683793663640644,0.017666406412995113,0.07017290705952728,0.06492267791370723,-1.2390026893674198,-4.515056380278523,-4.341896831820322,-0.22563836988275593,-0.8123289397123696,-0.7847587047147356,-0.27028500373513686,-0.9895812476737753,-0.9490628037993348,20.007843563891345,1.3975139478900178
-134.03433227539062,12.666358947753906,23.08595848083496,-2.16445541381836,-7.448315143585205,-6.810674667358398,0.0126918535679578,2.8114826679229736,-3.975022077560425,0.16666666666666666,-1.4978335631090265,-5.0488682361162915,-4.5241201091718874,-0.28276695009437874,-1.031655149641411,-0.9867638047091005,-0.027593302797712164,-0.09672562041636343,-0.09161712500678056,-0.017758435745953313,0.2977736032112943,20.127876266962897,-24.836597442626953,10.483474731445312,-19.48001861572271,-0.25922625391580845,-0.946876518041513,-0.9087803863629373,0.018215110625175925,0.06782718915527564,0.06269183466130057,-1.2961312695790423,-4.734382590207565,-4.543901931814687,-0.23647452470158647,-0.8592410695696332,-0.827934820157356,-0.28276695009437874,-1.031655149641411,-0.9867638047091005,20.13008662422936,1.4553254969701104
-134.0401153564453,12.640026092529297,23.074886322021484,-2.183038711547852,-7.095461368560791,-6.675207138061523,1.2795591354370115,2.170192003250122,-2.07279372215271,0.175,-1.4855769791247346,-4.5942952156638714,-4.2948621188586,-0.29514675825375153,-1.0699409431052767,-1.0225543223662554,-0.030052859116493427,-0.10564179494224074,-0.10013841102649935,-0.05120255096129606,0.12383953592985415,19.79256792879459,42.34245300292969,16.256103515625,-2.2299957275390625,-0.27096070062624156,-0.9890164927486417,-0.9477042868047174,0.018783744781090156,0.0651692103309574,0.06032043050115267,-1.3548035031312078,-4.9450824637432085,-4.738521434023587,-0.24769546599521175,-0.9055387794013062,-0.8703112791996221,-0.29514675825375153,-1.0699409431052767,-1.0225543223662554,19.793021577006186,1.5091396796952292
-134.04776000976562,12.631120681762695,23.05291557312012,-2.164117813110352,-7.033822059631348,-6.611640453338623,1.305583357810974,1.556039333343506,0.412312388420105,0.18333333333333332,-1.436098245747265,-4.435359781670473,-4.140040248540554,-0.30711424363497875,-1.1069022746191972,-1.05705465777076,-0.032612144480118246,-0.11486598056406738,-0.10894719984125568,-0.0550234177582834,0.12670536623079426,19.70205571827557,7.396717071533203,7.628002166748047,2.2705078125,-0.2828444561541949,-1.0292891917922198,-0.9850529625189448,0.019176845246360638,0.06286330686676761,0.05819670407246833,-1.4142222807709746,-5.146445958961099,-4.925264812594724,-0.2589093250527287,-0.9483663439214387,-0.9098292239492737,-0.30711424363497875,-1.1069022746191972,-1.05705465777076,19.702539972104322,1.5610625720052018
-134.05068969726562,12.637617111206056,23.02313995361328,-2.2853832244873047,-7.122603893280029,-6.516258716583252,2.1115221977233887,1.008189082145691,2.286288022994995,0.19166666666666665,-1.526220071701275,-4.427508205200419,-3.9555815252589284,-0.31983274423248936,-1.1437981763292007,-1.0900178371479177,-0.03527741734872233,-0.1243976320334774,-0.11803068181748833,-0.2144812611820953,0.20103867569055528,19.726131887195805,-10.653820037841797,11.445808410644531,-14.551849365234322,-0.29502913999014707,-1.0683755582737722,-1.0210906851586738,0.019518682893700963,0.06068826371182383,0.0557064903215539,-1.4751456999507353,-5.34187779136886,-5.105453425793369,-0.27028500373513686,-0.9895812476737753,-0.9490628037993348,-0.31983274423248936,-1.1437981763292007,-1.0900178371479177,19.728322229514724,1.6120502900833815
