Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,time_seconds,filtered_accel_x,filtered_accel_y,filtered_accel_z,Vel_X,Vel_Y,Vel_Z,Displacement_X,Displacement_Y,Displacement_Z,Acc_Global_X,Acc_Global_Y,Acc_Global_Z,Dy_dt,Dz_dt,Dx_dt,Vel_X_Roll_Mean,Vel_Y_Roll_Mean,Vel_Z_Roll_Mean,Acc_Global_X_Roll_Std,Acc_Global_Y_Roll_Std,Acc_Global_Z_Roll_Std,Vel_X_Roll_Std,Vel_Y_Roll_Std,Vel_Z_Roll_Std,Acc_Global_X_Roll_Sum,Acc_Global_Y_Roll_Sum,Acc_Global_Z_Roll_Sum,Vel_X_Roll_Sum,Vel_Y_Roll_Sum,Vel_Z_Roll_Sum,Acc_Global_X_Roll_Max,Acc_Global_Y_Roll_Max,Acc_Global_Z_Roll_Max,Vel_X_Roll_Max,Vel_Y_Roll_Max,Vel_Z_Roll_Max,Vel_X_Roll_Min,Vel_Y_Roll_Min,Vel_Z_Roll_Min,Displacement_X_Roll_Mean,Displacement_Y_Roll_Mean,Displacement_Z_Roll_Mean,Displacement_X_Roll_Std,Displacement_Y_Roll_Std,Displacement_Z_Roll_Std,Displacement_X_Roll_Sum,Displacement_Y_Roll_Sum,Displacement_Z_Roll_Sum,Displacement_X_Roll_Max,Displacement_Y_Roll_Max,Displacement_Z_Roll_Max,Displacement_X_Roll_Min,Displacement_Y_Roll_Min,Displacement_Z_Roll_Min
-133.72169494628906,15.148571014404297,22.179311752319336,-2.5356476306915283,-7.861167430877685,-7.063099384307861,-2.0508806705474854,5.923715114593506,-13.944366455078123,0.0,-2.5142563197617025,-7.79484880097426,-7.003513441360108,0.0,0.0,0.0,0.0,0.0,0.0,0.165566458875085,0.42251907460661625,20.668586490663632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-133.7269744873047,15.024134635925291,22.214916229248047,-2.4927895069122314,-7.7525506019592285,-7.045833110809326,-0.05727344378829,6.404675006866455,-14.372304916381836,0.008333333333333333,-2.4291581812181455,-7.555072318794529,-6.86772525175212,-0.020242984843484545,-0.0629589359899544,-0.057231043764600996,-0.0001686915403623712,-0.0005246577999162867,-0.0004769253647050083,0.18338361306347412,0.36343654845110684,20.570766186141064,13.034019470214737,2.0719528198242188,5.142974853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-133.74049377441406,14.898193359375,22.25654411315918,-2.401667356491089,-7.762441635131836,-6.917603969573975,-1.2672773599624634,5.924087047576904,-14.866569519042969,0.016666666666666666,-2.297284388335425,-7.4357484567108205,-6.623206368069767,-0.03938702141294642,-0.12492350646254458,-0.11242443016518239,-0.0004969167188035913,-0.0015656870204374916,-0.001413795616081528,0.18470102984903397,0.474376584028861,20.469155843500296,-1.1869239807128906,15.387496948242188,10.93465805053711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-133.7559814453125,14.778427124023438,22.307640075683597,-2.417267322540283,-7.999475479125977,-6.862994194030762,-1.7422038316726685,4.717336177825928,-15.207686424255373,0.025,-2.273116474471305,-7.5425832953324905,-6.4548384056692925,-0.058329658700207294,-0.187778367256982,-0.1662147502124265,-0.0009829972079719853,-0.003130506747579008,-0.0027989185345184157,0.10291299961767973,0.6640202912720559,20.60277371783303,-28.444061279296875,6.553173065185547,-1.8719959259033203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-133.75746154785156,14.657039642333984,22.381851196289062,-2.4105396270751958,-7.948530673980713,-6.941123962402344,-0.7945537567138672,2.816042423248291,-17.086490631103516,0.03333333333333333,-2.226885476825192,-7.360980456370899,-6.419982399855112,-0.07688703767375056,-0.24911987106007283,-0.2197146035445524,-0.0016237225219199068,-0.005206505673079615,-0.0046298735640563525,0.12575779027935885,0.5750758454588657,20.61844650171809,6.113376617431641,-9.375572204589844,0.8073234558104936,-0.03896934052607777,-0.12495613615391074,-0.11111696553735247,0.05941071870915625,0.10981650914272645,0.08569235581372743,0.030339883125589894,0.0985151709661975,0.08672023252408424,-12.257911443710327,-39.32416582107544,-34.83065462112427,-0.19484670263038883,-0.6247806807695537,-0.5555848276867623,-2.401667356491089,-7.7525506019592285,-6.862994194030762,0.0,0.0,0.0,-0.07688703767375056,-0.24911987106007283,-0.2197146035445524,-0.0006544655978115709,-0.00208547144820248,-0.0018639026158722607,0.0006588845321246989,0.0021147375526935127,0.001879181019905457,-0.0032723279890578545,-0.010427357241012401,-0.009319513079361304,0.0,0.0,0.0,-0.0016237225219199068,-0.005206505673079615,-0.0046298735640563525
-133.754150390625,14.537711143493652,22.474123001098636,-2.343235969543457,-7.714277744293213,-7.035923480987549,-0.7100523114204407,1.2248857021331787,-18.47798538208008,0.041666666666666664,-2.1210413353362516,-6.999593788004013,-6.401304673515577,-0.09456238213488599,-0.3074498192934396,-0.2730588091571822,-0.0024117423730439565,-0.007768587500524945,-0.006905363640366204,0.2285329109245851,0.3680989908488474,20.501928310502844,28.1103515625,-11.37594223022461,8.076438903808647,-0.057881816953054964,-0.18644610001259868,-0.1657287273687889,0.05335266555620383,0.12901244473223533,0.07857024271945304,0.029434681854804603,0.09696105634299632,0.08521671336835498,-12.065499782562256,-39.17727613449097,-34.803478717803955,-0.2894090847652748,-0.9322305000629934,-0.8286436368439445,-2.343235969543457,-7.714277744293213,-6.862994194030762,-0.020242984843484545,-0.0629589359899544,-0.057231043764600996,-0.09456238213488599,-0.3074498192934396,-0.2730588091571822,-0.0011368140724203623,-0.003639188948307469,-0.003244975343945502,0.000899014946755318,0.002905464085964738,0.0025753966743586026,-0.0056840703621018115,-0.018195944741537344,-0.01622487671972751,-0.0001686915403623712,-0.0005246577999162867,-0.0004769253647050083,-0.0024117423730439565,-0.007768587500524945,-0.006905363640366204
-133.7506103515625,14.416391372680664,22.57195281982422,-2.290219306945801,-7.628654956817627,-7.209893703460693,-0.8645062446594238,0.8188487887382507,-18.98786163330078,0.05,-2.03083044092548,-6.790627847050425,-6.460504891770846,-0.11148596914259833,-0.3640383846855265,-0.3268963499219393,-0.0033407921158989428,-0.010802240706237667,-0.009629499889715698,0.33906593467738677,0.21378331970760403,20.546078386610436,10.274734497070312,-20.876426696777344,6.36199951171875,-0.07613041381287773,-0.2466619897517131,-0.21966178860025654,0.05460842448726075,0.15763882157900252,0.13616277801588517,0.028536244480484318,0.09455945061207219,0.0847156017097671,-11.862929582595825,-39.053380489349365,-34.96753931045532,-0.38065206906438864,-1.2333099487585655,-1.0983089430012827,-2.290219306945801,-7.628654956817627,-6.862994194030762,-0.03938702141294642,-0.12492350646254458,-0.11242443016518239,-0.11148596914259833,-0.3640383846855265,-0.3268963499219393,-0.0017712341875276763,-0.0056947055295717445,-0.00507549024894764,0.0011336583551440084,0.0036827350689585914,0.003274018976043943,-0.008856170937638382,-0.028473527647858723,-0.025377451244738197,-0.0004969167188035913,-0.0015656870204374916,-0.001413795616081528,-0.0033407921158989428,-0.010802240706237667,-0.009629499889715698
-133.74453735351562,14.284978866577148,22.670726776123047,-2.20166015625,-7.450362205505371,-7.353277206420898,-0.5284731388092041,1.6692932844161987,-20.05019187927246,0.058333333333333334,-1.9065922847530499,-6.492281822869163,-6.4874298041950995,-0.12737423818220708,-0.41814073320943623,-0.38095826495689844,-0.004402244100750669,-0.014286746816316302,-0.012804152097689852,0.47628260729888233,0.02477220955143796,20.496366610168735,21.395130157470703,-17.20602035522461,10.627098083496094,-0.09372785716672985,-0.3053054351010914,-0.27336855555859974,0.08985770618458262,0.22771737737341288,0.1999197056491371,0.02731653155224442,0.09104311002526842,0.0848550983258207,-11.662922382354736,-38.7413010597229,-35.403212547302246,-0.4686392858336493,-1.526527175505457,-1.3668427777929988,-2.20166015625,-7.450362205505371,-6.862994194030762,-0.058329658700207294,-0.187778367256982,-0.1662147502124265,-0.12737423818220708,-0.41814073320943623,-0.38095826495689844,-0.002552299663917092,-0.008238917488747508,-0.007353561545269305,0.0013591115503423965,0.0044345083580605285,0.00397658657815352,-0.01276149831958546,-0.04119458744373754,-0.036767807726346524,-0.0009829972079719853,-0.003130506747579008,-0.0027989185345184157,-0.004402244100750669,-0.014286746816316302,-0.012804152097689852
-133.75103759765625,14.142189025878906,22.7615966796875,-2.092813730239868,-7.455382347106934,-7.403348922729492,-1.8110551834106443,3.176845073699951,-20.297163009643555,0.06666666666666667,-1.7640412634192235,-6.379749409950557,-6.420417004092803,-0.14207458204403395,-0.4713053116256909,-0.4344617399910051,-0.005586198951117618,-0.018214291079863727,-0.016424666597614896,0.5698248732537898,0.03062053421284811,20.5079686164907,-0.6024169921875,-6.00860595703125,13.06157112121582,-0.1104768418354952,-0.3620108239748332,-0.3270179535143155,0.12405888628137045,0.20668918804335246,0.19889918816923582,0.025819094187697574,0.08777988554593459,0.08496960840926063,-11.338468790054321,-38.19720792770386,-35.94356727600098,-0.552384209177476,-1.810054119874166,-1.6350897675715774,-2.092813730239868,-7.450362205505371,-6.941123962402344,-0.07688703767375056,-0.24911987106007283,-0.2197146035445524,-0.14207458204403395,-0.4713053116256909,-0.4344617399910051,-0.003472940012546219,-0.011255674355204451,-0.0100787111578886,0.0015726314137550772,0.00516157838107958,0.004681370929378358,-0.017364700062731095,-0.056278371776022254,-0.050393555789443004,-0.0016237225219199068,-0.005206505673079615,-0.0046298735640563525,-0.005586198951117618,-0.018214291079863727,-0.016424666597614896
-133.76226806640625,13.995445251464844,22.849328994750977,-2.051459550857544,-7.530290603637695,-7.390616416931152,-2.225570678710937,3.858696222305298,-20.50289535522461,0.075,-1.6905429300367625,-6.337451879497291,-6.2912995628062,-0.1561624397943403,-0.5241174106215016,-0.48688923634772346,-0.006887552616070454,-0.02258193616837624,-0.02048207690051259,0.5671178454088699,0.09880898280189566,20.5432934377379,-8.988990783691406,1.5279006958007812,4.962501525878906,-0.12633192225961315,-0.417010331887119,-0.3804528800749497,0.12462646074237413,0.11431819932292756,0.15596402140693583,0.02433353416403704,0.08548491395721933,0.08462815531821632,-10.97938871383667,-37.77896785736084,-36.393059730529785,-0.6316596112980657,-2.085051659435595,-1.9022644003747486,-2.051459550857544,-7.450362205505371,-7.035923480987549,-0.09456238213488599,-0.3074498192934396,-0.2730588091571822,-0.1561624397943403,-0.5241174106215016,-0.48688923634772346,-0.004525706031376328,-0.014730760454263775,-0.013249151825179847,0.0017741949376131466,0.005871077700738793,0.005383833500408587,-0.02262853015688164,-0.07365380227131887,-0.06624575912589924,-0.0024117423730439565,-0.007768587500524945,-0.006905363640366204,-0.006887552616070454,-0.02258193616837624,-0.02048207690051259
-133.77244567871094,13.848283767700195,22.93523406982422,-1.9860937595367432,-7.465481758117676,-7.499567985534668,-2.055517196655273,3.952700614929199,-20.282793045043945,0.08333333333333333,-1.5942143262379829,-6.156373381113965,-6.284066327134445,-0.16944755917965681,-0.5754205221307847,-0.5392564557405105,-0.00829961560923426,-0.02737710718613278,-0.02497588069835018,0.6537304334508077,0.0042968861056747005,20.55681926568346,7.777061462402344,-13.074188232421875,7.843894958496094,-0.14130895766856727,-0.470604472454588,-0.4336924093916153,0.12135874490171242,0.07571939123325763,0.10515433756250518,0.02289421356330288,0.08360518075231525,0.0839055279121005,-10.622246503829956,-37.5301718711853,-36.856704235076904,-0.7065447883428364,-2.35302236227294,-2.1684620469580764,-1.9860937595367432,-7.450362205505371,-7.209893703460693,-0.11148596914259833,-0.3640383846855265,-0.3268963499219393,-0.16944755917965681,-0.5754205221307847,-0.5392564557405105,-0.005703280678614389,-0.01865246439138534,-0.01686325523677664,0.001964129044297822,0.006565775621454724,0.006080839926008879,-0.028516403393071946,-0.09326232195692671,-0.08431627618388321,-0.0033407921158989428,-0.010802240706237667,-0.009629499889715698,-0.00829961560923426,-0.02737710718613278,-0.02497588069835018
-133.78713989257812,13.691553115844728,23.00986862182617,-1.8800890445709229,-7.360154151916504,-7.650229454040527,-2.2152223587036133,5.789575099945068,-20.31432342529297,0.09166666666666666,-1.4589644259616685,-5.937228042873918,-6.317366175274603,-0.1816055960626707,-0.6248974224880673,-0.5919011738677988,-0.009812995576423183,-0.032584585706866676,-0.029908390480581835,0.7975676200297632,-0.12816814485627992,20.56081733976923,12.639312744140625,-18.079376220703125,12.720565795898438,-0.15533288305258178,-0.5227762800150961,-0.48669337418078734,0.11989855429925302,0.06074619407898706,0.11954528341966773,0.021492068677139445,0.08185322357959732,0.0832761279610607,-10.212116241455078,-37.26167106628418,-37.29703998565674,-0.7766644152629089,-2.613881400075481,-2.4334668709039367,-1.8800890445709229,-7.360154151916504,-7.353277206420898,-0.12737423818220708,-0.41814073320943623,-0.38095826495689844,-0.1816055960626707,-0.6248974224880673,-0.5919011738677988,-0.006997721370719237,-0.023008933391511145,-0.020919033354949868,0.0021425296039986807,0.007246059614409527,0.006773258322472028,-0.034988606853596185,-0.11504466695755573,-0.10459516677474934,-0.004402244100750669,-0.014286746816316302,-0.012804152097689852,-0.009812995576423183,-0.032584585706866676,-0.029908390480581835
