Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,time_seconds,filtered_accel_x,filtered_accel_y,filtered_accel_z,Vel_X,Vel_Y,Vel_Z,Displacement_X,Displacement_Y,Displacement_Z,Acc_Global_X,Acc_Global_Y,Acc_Global_Z,Dy_dt,Dz_dt,Dx_dt,Vel_X_Roll_Mean,Vel_Y_Roll_Mean,Vel_Z_Roll_Mean,Acc_Global_X_Roll_Std,Acc_Global_Y_Roll_Std,Acc_Global_Z_Roll_Std,Vel_X_Roll_Std,Vel_Y_Roll_Std,Vel_Z_Roll_Std,Acc_Global_X_Roll_Sum,Acc_Global_Y_Roll_Sum,Acc_Global_Z_Roll_Sum,Vel_X_Roll_Sum,Vel_Y_Roll_Sum,Vel_Z_Roll_Sum,Acc_Global_X_Roll_Max,Acc_Global_Y_Roll_Max,Acc_Global_Z_Roll_Max,Vel_X_Roll_Max,Vel_Y_Roll_Max,Vel_Z_Roll_Max,Vel_X_Roll_Min,Vel_Y_Roll_Min,Vel_Z_Roll_Min,Displacement_X_Roll_Mean,Displacement_Y_Roll_Mean,Displacement_Z_Roll_Mean,Displacement_X_Roll_Std,Displacement_Y_Roll_Std,Displacement_Z_Roll_Std,Displacement_X_Roll_Sum,Displacement_Y_Roll_Sum,Displacement_Z_Roll_Sum,Displacement_X_Roll_Max,Displacement_Y_Roll_Max,Displacement_Z_Roll_Max,Displacement_X_Roll_Min,Displacement_Y_Roll_Min,Displacement_Z_Roll_Min
-134.57130432128906,8.09506607055664,18.445392608642575,-1.0388768911361694,-7.562953472137451,-7.330729961395264,5.917618751525879,5.608480453491211,-8.818880081176758,0.0,-1.0301126849715914,-7.499150644287046,-7.268886224888377,0.0,0.0,0.0,0.0,0.0,0.0,0.4042220223743679,0.22485305495440058,20.383702182483493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-134.53314208984375,8.013421058654785,18.45718002319336,-1.0267363786697388,-7.719768524169922,-7.374853610992432,6.026645183563232,4.834021091461182,-8.567052841186523,0.008333333333333333,-1.0006203564866816,-7.527577109745399,-7.189473580549152,-0.008338502970722346,-0.06272980924787833,-0.0599122798379096,-6.948752475601954e-05,-0.000522748410398986,-0.0004992689986492467,0.39752807916879773,0.29810464800413505,20.524036796965344,-18.817806243896484,-5.294837951660156,1.4568614959716797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-134.48593139648438,7.937059879302978,18.47711753845215,-0.9960350394248962,-7.657115459442139,-7.283552169799805,6.966765880584717,3.776333093643189,-8.875014305114746,0.016666666666666666,-0.953075721910177,-7.336829448727713,-6.976081089814406,-0.016280800653307153,-0.1238700546539426,-0.11804628891969632,-0.00020516086353357914,-0.0015549988658485076,-0.0014829880729800493,0.39456239793657416,0.3103998117915736,20.41290562252441,7.518367767333984,10.956172943115234,3.6841607093811035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-134.43289184570312,7.863248348236084,18.504539489746094,-0.9295864701271056,-7.478734016418457,-7.259945392608643,7.559247970581055,2.836648464202881,-9.206767082214355,0.025,-0.8707467031296232,-7.033476211717481,-6.832391037630231,-0.023537023179387346,-0.18248235641825494,-0.17498288089994823,-0.000401302723361807,-0.0030756851693339656,-0.0029411787471462845,0.4626201825371808,0.20918849799271075,20.262015276321318,21.405773162841797,2.832813262939453,7.973828315734877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-134.37925720214844,7.793883800506592,18.53321647644043,-0.9467257857322692,-7.347107887268066,-7.271054744720459,7.597862243652344,2.426705837249756,-9.006837844848633,0.03333333333333333,-0.8725571309753724,-6.780560030517994,-6.724547268180461,-0.030808332604182115,-0.2389870233392382,-0.23102077480145208,-0.000658038828396658,-0.005067243697160951,-0.004866351870491718,0.4582126072058407,0.09221723686348508,20.179477243770386,15.795135498046875,-1.3331222534179688,-2.056717872619629,-0.01579293188151979,-0.1216138487318628,-0.11679244489180125,0.04813625535749131,0.14718843980842808,0.04790363601008613,0.01215171214922797,0.09453013556516315,0.09125738145757711,-4.937960565090179,-37.765679359436035,-36.5201358795166,-0.07896465940759896,-0.608069243659314,-0.5839622244590063,-0.9295864701271056,-7.347107887268066,-7.259945392608643,0.0,0.0,0.0,-0.030808332604182115,-0.2389870233392382,-0.23102077480145208,-0.00026679798800961275,-0.002044135228548482,-0.00195795753785346,0.00026696097067170903,0.0020576467844165046,0.001975629488766215,-0.0013339899400480637,-0.01022067614274241,-0.009789787689267299,0.0,0.0,0.0,-0.000658038828396658,-0.005067243697160951,-0.004866351870491718
-134.32785034179688,7.726070880889893,18.56328392028809,-0.9520769715309144,-7.276472091674805,-7.178725719451904,7.327733516693115,2.092362880706787,-8.919645309448242,0.041666666666666664,-0.8625210367084025,-6.591379208489859,-6.514968744516553,-0.03799600791008547,-0.293915183409987,-0.28531218100575667,-0.0009746722276473704,-0.007516536892244177,-0.007243953378873024,0.4244729406416825,0.08896640489380962,20.066681106343577,8.476295471191406,11.079483032226562,-0.642142295837429,-0.023392133463536885,-0.18039688541386023,-0.17385488109295258,0.03997733082290117,0.19150058289032906,0.06990241715064216,0.011677724488594372,0.09132959657276193,0.08914799048777737,-4.851160645484924,-37.47919797897339,-36.36813163757324,-0.11696066731768442,-0.9019844270693012,-0.8692744054647629,-0.9295864701271056,-7.276472091674805,-7.178725719451904,-0.008338502970722346,-0.06272980924787833,-0.0599122798379096,-0.03799600791008547,-0.293915183409987,-0.28531218100575667,-0.00046173243353908686,-0.0035474426069973175,-0.003406748213628065,0.0003622775945029112,0.0028019933495375764,0.0027030367046949433,-0.0023086621676954343,-0.017737213034986588,-0.017033741068140325,-6.948752475601954e-05,-0.000522748410398986,-0.0004992689986492467,-0.0009746722276473704,-0.007516536892244177,-0.007243953378873024
-134.28018188476562,7.659729480743408,18.5931339263916,-0.940853476524353,-7.206787586212158,-7.22956657409668,6.871954441070557,2.056938648223877,-8.850104331970215,0.05,-0.8360920572032285,-6.405352226526967,-6.449917368139372,-0.04496344172011237,-0.34729311863104506,-0.33906149240691813,-0.0013493675753149734,-0.010410646214169553,-0.010069465815597343,0.45171803649584474,-0.0003374344552703137,20.051365930773493,8.362140655517578,-6.100902557373047,1.3468194007873668,-0.03071712121341489,-0.23730954729049358,-0.2296847236067543,0.02543594086089251,0.17851253718446883,0.04188682975286138,0.01135681863609654,0.08828637675172173,0.08734258454146789,-4.765277743339539,-36.966217041015625,-36.22284460067749,-0.15358560606707444,-1.186547736452468,-1.1484236180337715,-0.9295864701271056,-7.206787586212158,-7.178725719451904,-0.016280800653307153,-0.1238700546539426,-0.11804628891969632,-0.04496344172011237,-0.34729311863104506,-0.33906149240691813,-0.0007177084436508776,-0.005525022167751431,-0.005320787577017684,0.00045590616073945696,0.0035286453172009022,0.003422216633365906,-0.0035885422182543878,-0.027625110838757155,-0.02660393788508842,-0.00020516086353357914,-0.0015549988658485076,-0.0014829880729800493,-0.0013493675753149734,-0.010410646214169553,-0.010069465815597343
-134.23623657226562,7.592267513275146,18.621137619018555,-0.9409670829772948,-7.079092502593994,-7.139946937561035,6.474676609039307,2.223507881164551,-8.725619316101074,0.058333333333333334,-0.821225041524381,-6.163983176090693,-6.245731624023661,-0.051806983732815545,-0.3986596450984675,-0.39110925594044865,-0.001781092439755103,-0.01373280992332345,-0.013328709615101082,0.431328495945414,-0.04149471744557598,19.89910530719776,15.323410034179688,10.754356384277344,-0.013632774353014021,-0.037822357829316575,-0.2922674653793985,-0.28429731701090477,0.008371779402781613,0.149755741183271,0.0554968444263549,0.011178800596061727,0.08550059802343275,0.08543560593463655,-4.710209786891937,-36.38819408416748,-36.07923936843872,-0.18911178914658286,-1.4613373268969927,-1.4214865850545237,-0.9295864701271056,-7.079092502593994,-7.139946937561035,-0.023537023179387346,-0.18248235641825494,-0.17498288089994823,-0.051806983732815545,-0.3986596450984675,-0.39110925594044865,-0.0010328947588951823,-0.007960584379246419,-0.0076899318854418905,0.0005483543891273342,0.0042353343873586125,0.004128563712324217,-0.005164473794475911,-0.039802921896232094,-0.03844965942720945,-0.000401302723361807,-0.0030756851693339656,-0.0029411787471462845,-0.001781092439755103,-0.01373280992332345,-0.013328709615101082
-134.20501708984375,7.5306525230407715,18.645790100097656,-0.9006868600845337,-7.0720415115356445,-7.042742729187012,4.986476898193359,2.0906341075897217,-8.015962600708008,0.06666666666666667,-0.7664327000381188,-6.045378927450019,-6.036528313419493,-0.05819392289979987,-0.44903780282721767,-0.44141365855227777,-0.002266041797253435,-0.017474791613550263,-0.017007156769703397,0.43089191644668495,0.021108723174926347,19.821948845678133,0.8461189270019531,11.664505004882812,4.833626747131334,-0.04475373777339907,-0.3455785546611911,-0.33758347254137067,0.020423113002613413,0.12089079991200209,0.08789908907844639,0.01084633657946729,0.08299881987307886,0.08327033989764605,-4.681310176849365,-35.98150157928467,-35.86203670501709,-0.22376868886699536,-1.7278927733059555,-1.6879173627068533,-0.9006868600845337,-7.0720415115356445,-7.042742729187012,-0.030808332604182115,-0.2389870233392382,-0.23102077480145208,-0.05819392289979987,-0.44903780282721767,-0.44141365855227777,-0.0014058425736735078,-0.010840405668089678,-0.010503127489953312,0.0006381737421000147,0.0049229888081040625,0.00481844967121425,-0.007029212868367539,-0.05420202834044839,-0.05251563744976656,-0.000658038828396658,-0.005067243697160951,-0.004866351870491718,-0.002266041797253435,-0.017474791613550263,-0.017007156769703397
-134.1817169189453,7.476390838623047,18.670642852783203,-0.9059002995491028,-7.178157329559326,-6.9741973876953125,4.053248405456543,1.3785837888717651,-7.332292556762695,0.075,-0.757555944725932,-6.040074867844798,-5.858354488212838,-0.0645068891058493,-0.49937176005925765,-0.49023327928738475,-0.002803599206468846,-0.02163622294737741,-0.02109243409709827,0.3823762473653731,0.13057167523554025,19.851054060517875,-12.733898162841797,8.225440979003906,-0.625612735748291,-0.05149344907373251,-0.39765550200519495,-0.38942597343855717,0.02317010490295295,0.08708577406831045,0.10348431848543536,0.010478146173706092,0.08106443371633061,0.08099988963000243,-4.640484690666199,-35.81255102157593,-35.56517934799194,-0.25746724536866256,-1.9882775100259749,-1.947129867192786,-0.9006868600845337,-7.0720415115356445,-6.9741973876953125,-0.03799600791008547,-0.293915183409987,-0.28531218100575667,-0.0645068891058493,-0.49937176005925765,-0.49023327928738475,-0.0018349546492879454,-0.014154201518132969,-0.013748343935274623,0.0007250672721041766,0.005595921106601678,0.00549028357844899,-0.009174773246439727,-0.07077100759066485,-0.06874171967637312,-0.0009746722276473704,-0.007516536892244177,-0.007243953378873024,-0.002803599206468846,-0.02163622294737741,-0.02109243409709827
