PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 2908067646, 19.45383644104004, -77.1796875, 40.814090728759766, 0, 0, 0, 0, 0, 0, 
1, 2908075979, 19.464921951293945, -77.17963409423828, 40.80177688598633, 9.59992790222168, 0.7159669995307922, 2.089404821395874, 2.429727792739868, -0.1704627126455307, -0.8977020382881165, 
2, 2908084312, 19.470481872558594, -77.17926788330078, 40.799652099609375, 9.556222915649414, 0.7083882093429565, 2.0945961475372314, 2.4753215312957764, -0.11003876477479935, -0.7550053000450134, 
3, 2908092645, 19.47768783569336, -77.17876434326172, 40.791229248046875, 9.57441234588623, 0.7039303779602051, 2.0673587322235107, 2.4175100326538086, -0.08281082659959793, -0.8166331052780151, 
4, 2908100978, 19.482707977294922, -77.17745208740234, 40.76835632324219, 9.58121395111084, 0.7287256121635437, 2.0970497131347656, 2.47452712059021, -0.0054046036675572395, -0.7692979574203491, 
5, 2908109311, 19.488981246948242, -77.17736053466797, 40.76111602783203, 9.584518432617188, 0.7110283374786377, 2.0892388820648193, 2.443098783493042, -0.11739005148410797, -0.7737036347389221, 
6, 2908117644, 19.4935245513916, -77.17616271972656, 40.75205993652344, 9.620099067687988, 0.704313337802887, 2.073385238647461, 2.4455833435058594, -0.014984328299760818, -0.7607428431510925, 
7, 2908125977, 19.497764587402344, -77.1760482788086, 40.74752426147461, 9.585785865783691, 0.6965664029121399, 2.063150405883789, 2.516432046890259, -0.09362003207206726, -0.7054673433303833, 
8, 2908134310, 19.502342224121094, -77.17549896240234, 40.73537826538086, 9.583734512329102, 0.7343653440475464, 2.0798721313476562, 2.4175100326538086, -0.08757507801055908, -0.7417883276939392, 
9, 2908142643, 19.50576400756836, -77.17598724365234, 40.730491638183594, 9.609491348266602, 0.7115366458892822, 2.0913031101226807, 2.3779871463775635, -0.16364935040473938, -0.691046416759491, 
10, 2908150976, 19.509021759033203, -77.17449951171875, 40.71726608276367, 9.595257759094238, 0.7040819525718689, 2.0811097621917725, 2.4230940341949463, 0.03274780139327049, -0.7480381727218628, 
11, 2908159309, 19.516590118408203, -77.17386627197266, 40.70964813232422, 9.581528663635254, 0.7194185256958008, 2.0943384170532227, 2.5593361854553223, -0.05658184736967087, -0.8044919371604919, 
12, 2908167642, 19.52394676208496, -77.17324829101562, 40.690711975097656, 9.567943572998047, 0.6967012286186218, 2.0638835430145264, 2.436131238937378, -0.10816891491413116, -0.8119968771934509, 
13, 2908175975, 19.534330368041992, -77.17306518554688, 40.679744720458984, 9.600934028625488, 0.7193073630332947, 2.0734951496124268, 2.4985790252685547, -0.14372147619724274, -0.8697569370269775, 
14, 2908184308, 19.539886474609375, -77.17194366455078, 40.67120361328125, 9.579224586486816, 0.7167345285415649, 2.0768187046051025, 2.5806467533111572, -0.02225877158343792, -0.7541086673736572, 
15, 2908192641, 19.546632766723633, -77.17185974121094, 40.664615631103516, 9.572537422180176, 0.7385444641113281, 2.042813301086426, 2.5840282440185547, -0.11049981415271759, -0.7580789923667908, 
16, 2908200974, 19.549203872680664, -77.1716537475586, 40.6611328125, 9.632425308227539, 0.717155396938324, 2.045431613922119, 2.5852320194244385, -0.09561794251203537, -0.6431734561920166, 
17, 2908209307, 19.54979133605957, -77.1716537475586, 40.661460876464844, 9.611051559448242, 0.744016170501709, 2.0972697734832764, 2.642300605773926, -0.0637282207608223, -0.5775241851806641, 
18, 2908217640, 19.547983169555664, -77.17048645019531, 40.66375732421875, 9.600679397583008, 0.708534836769104, 2.0806987285614014, 2.611358404159546, 0.06486805528402328, -0.5696350336074829, 
