Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,time_seconds,Rcar_X,Rcar_Y,Rcar_Z,Acc_Global_X,Acc_Global_Y,Acc_Global_Z,Vel_X,Vel_Y,Vel_Z
-157.3211212158203,-0.0249626357108354,20.522396087646484,8.381416320800781,-1.312461018562317,-8.781888961791992,-40.51886367797852,236.0740966796875,-133.09506225585938,4.375,425.293579,-4344.129822,-293.19824200000005,8.608480902888303,0.900008670932322,18.422566873001877,-0.14069741199876426,-0.11511869641138195,85.73745538362172
-157.69483947753906,-2.429011821746826,20.60002899169922,8.303825378417969,1.7271748781204224,-10.149718284606934,-42.98214721679688,261.9866027832031,-119.58992004394533,4.383333333333333,434.821594,-4339.244995999999,-224.47052000000008,9.336963397338526,-2.3129108359617883,18.888820860299212,-0.06592472741449006,-0.12100578876567106,85.89291949917714
-158.3661651611328,-4.969359874725342,20.663562774658203,9.409435272216797,-2.1407506465911865,-8.59521484375,-78.4136734008789,278.8348999023437,-121.71353149414062,4.391666666666667,438.98089600000003,-4326.849671,-158.3242180000001,8.475479930833417,1.9365315715098228,19.371071545476696,0.008293786452896745,-0.12257403570088765,86.05233571753455
-158.8951416015625,-7.497936725616455,20.718000411987305,7.750636100769043,-1.928330898284912,-7.883960247039795,-61.08452606201172,279.1800842285156,-117.22156524658205,4.4,437.95105,-4308.468918,-96.58062700000005,6.572847535102588,1.374299781166753,18.802031171460055,0.07099515089429989,-0.10877890506473456,86.21139031218846
-159.4996795654297,-10.082517623901367,20.736400604248047,8.641895294189453,-3.960456609725952,-6.264560699462891,-70.55503845214844,288.1339416503906,-112.80158996582033,4.408333333333333,432.79418899999996,-4286.035538,-40.896789000000126,6.232785676611302,3.980403649355624,18.465695297787246,0.12435195594310473,-0.08646764077089258,86.36667250581031
-159.91839599609375,-12.780644416809082,20.76097869873047,9.850103378295898,-3.842712879180908,-7.974910736083984,-47.97045135498047,301.6312866210937,-115.59317779541016,4.416666666666667,424.02673300000004,-4261.728157,8.102783999999929,6.851337119615654,3.528556332446038,20.580266940312033,0.17886913426071976,-0.055180307513384104,86.52936401513574
-160.36117553710938,-15.39511489868164,20.7841911315918,9.758171081542969,-5.344702243804932,-5.604471206665039,-50.802730560302734,293.13671875,-109.7362060546875,4.425,412.54901099999995,-4237.219314999999,50.3577879999998,5.922005033937714,5.6171565417547376,19.22144256750105,0.23209139323385578,-0.017073170537549705,86.69520447141828
-160.43194580078125,-18.14903259277344,20.680986404418945,11.03825569152832,0.013292958959937,-10.15227222442627,-10.389617919921877,314.2177124023437,-100.28759765625,4.433333333333334,399.690552,-4213.371902999999,86.97497599999997,8.232086532621306,-0.5403258563890848,22.334084638069353,0.291066774761188,0.004080290651474899,86.86835250144149
-160.8273468017578,-21.104812622070312,20.485605239868164,13.710044860839844,-1.9169727563858032,-9.292632102966309,-53.6719970703125,340.921875,-97.41817474365234,4.441666666666666,385.701965,-4191.050835,119.37145999999984,9.24300255123876,2.128174597838508,23.52243606201885,0.3638796459439341,0.010696327074180452,87.05942133769184
-161.20645141601562,-24.14742851257324,20.17352104187012,11.463133811950684,-3.2541699409484863,-7.496316432952881,-58.21552658081055,355.40118408203125,-86.65263366699219,4.45,371.605957,-4170.942563,149.1107179999999,6.461197267036695,3.0830432466177005,21.931699265125395,0.42931381185341844,0.032409734759415734,87.24881356822162
-161.57504272460938,-27.258548736572266,19.789661407470703,11.914484024047852,-6.658260345458984,-6.507781028747559,-62.558353424072266,366.0439758300781,-80.40546417236328,4.458333333333333,356.71868900000004,-4152.654957,175.70715399999995,4.955803581653664,6.310655748088423,22.626169833242574,0.4768846487229589,0.0715501472373557,87.43447135613148
-161.67697143554688,-30.376808166503903,19.447099685668945,13.185946464538574,-6.128338813781738,-7.642348289489746,-30.370948791503903,365.3357543945313,-84.33338165283203,4.466666666666667,341.93243399999994,-4135.641861,200.75622599999997,5.211718762922789,5.4618442562358895,24.3989496886126,0.5192493251586963,0.12060223058870945,87.63040935413922
-161.76968383789062,-33.56166076660156,19.034088134765625,14.186161041259766,-7.120408058166504,-6.350202560424805,-35.722312927246094,375.072021484375,-80.5367660522461,4.475,326.749145,-4120.859652,223.824707,5.300922834372626,6.8814689691111655,24.534742798873317,0.563051998480758,0.17203270236098592,87.83429973950373
-161.42263793945312,-36.81922149658203,18.59025764465332,13.867090225219728,-2.099580764770508,-8.384086608886719,12.60198211669922,383.4966430664063,-82.67576599121094,4.483333333333333,312.25238,-4107.202017,244.52258299999994,5.844708517625077,1.247512251406272,25.01790697282452,0.6094921291140841,0.20590345744647692,88.04076911355249
-161.28895568847656,-40.07363128662109,18.21196556091309,15.312355995178224,-1.6821002960205078,-7.041031360626221,-10.545214653015137,380.3875122070313,-91.7689971923828,4.491666666666666,297.86938499999997,-4094.7556459999996,265.2094729999999,6.93016084621236,1.5794950568204573,25.183740473982567,0.6627207514634037,0.21768265456408764,88.24994264458084
-161.04945373535156,-43.4214096069336,17.705137252807617,13.63451099395752,-2.778388500213623,-4.68353796005249,-10.111464500427246,393.6917114257813,-87.27761840820312,4.5,283.697815,-4084.9240379999997,283.3737799999999,5.605939759790503,2.9514786896152154,23.054511069875993,0.7149545039884182,0.23656171184090388,88.45093535934693
-160.7744903564453,-46.722354888916016,17.19118309020996,12.690824508666992,-3.6123366355896,-3.5077242851257324,-9.037142753601074,387.56341552734375,-88.98355865478516,4.508333333333333,270.11010699999997,-4075.771504,301.199707,4.513656372741965,3.7577715646526872,22.135428647952168,0.7571194878739678,0.2645169212336852,88.63922677483787
-160.42852783203125,-49.98759460449219,16.707799911499023,14.17051887512207,-5.020722389221191,-3.651571273803711,-0.1913643479347229,381.1817321777344,-94.3349151611328,4.516666666666667,256.03613299999995,-4067.6866309999996,318.4093019999998,3.9603085798618967,4.850770472415564,23.95677394474443,0.7924276751764856,0.30038584638813803,88.83127761897411
-159.9058074951172,-53.221954345703125,16.25606918334961,15.920164108276367,-4.419538497924805,-2.488987684249878,21.866987228393555,375.5147399902344,-100.62163543701172,4.525,242.72448699999995,-4060.7289739999997,334.88879399999996,5.26318100494827,4.967307196737426,24.870006320842975,0.8308588817798632,0.3412945033429442,89.03472253674741
-159.3846435546875,-56.46854782104492,15.800434112548828,17.568941116333008,-4.413547039031982,-5.413208961486816,19.46644401550293,374.9890441894531,-106.55191802978516,4.533333333333333,230.38641299999995,-4054.2220689999995,350.09704599999986,3.4222060810797252,3.280760617835641,28.112323240035003,0.8670479946383112,0.37566145257033,89.25548224325105
-158.57249450683594,-59.77740478515625,15.152947425842283,18.98792839050293,-4.948626518249512,-5.088109493255615,33.09576797485352,384.3498229980469,-104.7467041015625,4.541666666666667,218.12731899999994,-4049.2814179999996,365.75061099999994,3.0490654030415545,3.672474956936876,29.51115009470244,0.8940116258221512,0.40463326746521694,89.49558004881247
-157.62832641601562,-63.14752578735352,14.360243797302246,19.56142807006836,-4.486678600311279,-3.556741714477539,31.342952728271484,390.9364318847656,-109.2313232421875,4.55,205.21582,-4045.132065,380.6057129999999,3.5477967035308824,3.793691259703271,29.519165629293404,0.9214985512662015,0.43574229336788245,89.74153969766245
