PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 2978585540, 20.885427474975586, -87.51242065429688, -165.91075134277344, 0, 0, 0, 0, 0, 0, 
1, 2978593873, 20.819683074951172, -87.51604461669922, -165.8404083251953, 9.832265853881836, -0.10526006668806076, 0.21148642897605896, 1.2371289730072021, -2.2196013927459717, 0.6333246827125549, 
2, 2978602206, 20.810535430908203, -87.5157241821289, -165.82711791992188, 9.804668426513672, -0.09943908452987671, 0.23656633496284485, 1.0656673908233643, -2.1930651664733887, 0.5858103632926941, 
3, 2978610539, 20.726240158081055, -87.51793670654297, -165.73895263671875, 9.778972625732422, -0.08605895191431046, 0.22271758317947388, 1.1416393518447876, -2.0659162998199463, 0.6762543320655823, 
4, 2978618872, 20.685237884521484, -87.5195083618164, -165.69309997558594, 9.814436912536621, -0.07260618358850479, 0.2439691573381424, 1.1548306941986084, -2.32433819770813, 0.8143661618232727, 
5, 2978627205, 20.613191604614258, -87.5232162475586, -165.61782836914062, 9.809286117553711, -0.09147953987121582, 0.27005714178085327, 1.0664103031158447, -2.242372751235962, 0.6675710678100586, 
6, 2978635538, 20.599639892578125, -87.524169921875, -165.6002197265625, 9.79210376739502, -0.08407454937696457, 0.2577964961528778, 1.061005711555481, -2.3016695976257324, 0.6499228477478027, 
7, 2978643871, 20.520538330078125, -87.52701568603516, -165.51809692382812, 9.771709442138672, -0.08798681944608688, 0.1987561285495758, 1.0324459075927734, -2.1858420372009277, 0.685936450958252, 
8, 2978652204, 20.528120040893555, -87.52693939208984, -165.52191162109375, 9.80022144317627, -0.1402742564678192, 0.21010853350162506, 1.0320104360580444, -2.2432947158813477, 0.5086346864700317, 
9, 2978660537, 20.504798889160156, -87.53042602539062, -165.49583435058594, 9.805455207824707, -0.08894164860248566, 0.222425639629364, 0.9966883063316345, -2.3223915100097656, 0.4253115952014923, 
10, 2978668870, 20.542034149169922, -87.5291519165039, -165.52960205078125, 9.798901557922363, -0.08405476063489914, 0.23624035716056824, 1.0018622875213623, -2.1735472679138184, 0.3178854286670685, 
11, 2978677203, 20.53302764892578, -87.53176879882812, -165.51806640625, 9.835152626037598, -0.0918613001704216, 0.25177693367004395, 0.993025541305542, -2.233125925064087, 0.3122759461402893, 
12, 2978685536, 20.572341918945312, -87.5323257446289, -165.55392456054688, 9.857827186584473, -0.09830755740404129, 0.21595224738121033, 0.9905921816825867, -2.3513355255126953, 0.37303295731544495, 
13, 2978693869, 20.555580139160156, -87.53558349609375, -165.53427124023438, 9.792667388916016, -0.07491859048604965, 0.22270727157592773, 1.0303198099136353, -2.3068950176239014, 0.3844824731349945, 
14, 2978702202, 20.59347915649414, -87.536376953125, -165.5678253173828, 9.831361770629883, -0.08260738849639893, 0.21806618571281433, 1.102218747138977, -2.3875539302825928, 0.3994411528110504, 
15, 2978710535, 20.566761016845703, -87.53947448730469, -165.53797912597656, 9.821015357971191, -0.0759553611278534, 0.2459597885608673, 1.0629523992538452, -2.27234148979187, 0.42838531732559204, 
16, 2978718868, 20.583194732666016, -87.54090881347656, -165.55018615722656, 9.800540924072266, -0.09354142099618912, 0.24651627242565155, 1.0889251232147217, -2.399592876434326, 0.5223894715309143, 
17, 2978727201, 20.529600143432617, -87.54497528076172, -165.49269104003906, 9.790542602539062, -0.08491414040327072, 0.20864447951316833, 1.1450459957122803, -2.3445990085601807, 0.6048161387443542, 
18, 2978735534, 20.515480041503906, -87.54584503173828, -165.47352600097656, 9.811176300048828, -0.09600947797298431, 0.24157553911209106, 1.1817255020141602, -2.3019511699676514, 0.6570435166358948, 
19, 2978743867, 20.446805953979492, -87.55079650878906, -165.40098571777344, 9.8052978515625, -0.0983755961060524, 0.25989705324172974, 1.145148515701294, -2.399003744125366, 0.708784282207489, 
20, 2978752200, 20.44913673400879, -87.55159759521484, -165.3996124267578, 9.822205543518066, -0.0965016633272171, 0.22002123296260834, 1.0190496444702148, -2.300901412963867, 0.5585312843322754, 
21, 2978760533, 20.446990966796875, -87.55599975585938, -165.39405822753906, 9.784530639648438, -0.08626198023557663, 0.21478192508220673, 1.106291651725769, -2.47725510597229, 0.36954939365386963, 
22, 2978768866, 20.488330841064453, -87.5577621459961, -165.4310760498047, 9.810342788696289, -0.08530540764331818, 0.2513716518878937, 1.087260127067566, -2.478484630584717, 0.4153476357460022, 
23, 2978777199, 20.471546173095703, -87.56121063232422, -165.4110107421875, 9.800509452819824, -0.08415829390287399, 0.2565513551235199, 1.0837255716323853, -2.379741907119751, 0.4120177924633026, 
24, 2978785532, 20.485698699951172, -87.56233978271484, -165.4206085205078, 9.825456619262695, -0.08868083357810974, 0.25725817680358887, 1.1209430694580078, -2.346315383911133, 0.5160372257232666, 
25, 2978793865, 20.455297470092773, -87.56651306152344, -165.38619995117188, 9.797141075134277, -0.09531831741333008, 0.2255919724702835, 1.160414457321167, -2.402230978012085, 0.4982352554798126, 
26, 2978802198, 20.477890014648438, -87.56771850585938, -165.40475463867188, 9.837918281555176, -0.10646703839302063, 0.2120564877986908, 1.0669225454330444, -2.385146379470825, 0.48143234848976135, 
27, 2978810531, 20.42416763305664, -87.57158660888672, -165.34657287597656, 9.790181159973145, -0.0849546417593956, 0.22916465997695923, 1.221606969833374, -2.3490560054779053, 0.6080948114395142, 
28, 2978818864, 20.397918701171875, -87.5728759765625, -165.31564331054688, 9.830942153930664, -0.09634196013212204, 0.21571943163871765, 1.1359783411026, -2.304025888442993, 0.72054123878479, 
29, 2978827197, 20.343175888061523, -87.57675170898438, -165.25634765625, 9.81490707397461, -0.060223571956157684, 0.21640907227993011, 1.2273445129394531, -2.3065617084503174, 0.595723032951355, 
30, 2978835530, 20.317907333374023, -87.57675170898438, -165.2254638671875, 9.809709548950195, -0.09644433856010437, 0.2470945566892624, 1.244275450706482, -2.1874043941497803, 0.6759212613105774, 
31, 2978843863, 20.250078201293945, -87.57942199707031, -165.1530303955078, 9.81697940826416, -0.08742078393697739, 0.26162123680114746, 1.2268835306167603, -2.1501870155334473, 0.6083253026008606, 
32, 2978852196, 20.240489959716797, -87.57868957519531, -165.13821411132812, 9.787714958190918, -0.09072693437337875, 0.23737473785877228, 1.1962487697601318, -2.110433578491211, 0.559991180896759, 
33, 2978860529, 20.207473754882812, -87.58216094970703, -165.10174560546875, 9.82801342010498, -0.1037389263510704, 0.2260199785232544, 1.1112607717514038, -2.329153537750244, 0.4804590344429016, 
34, 2978868862, 20.212852478027344, -87.58135986328125, -165.10287475585938, 9.802794456481934, -0.0837581679224968, 0.2771868407726288, 1.0777831077575684, -2.1598949432373047, 0.4927026331424713, 
35, 2978877195, 20.187515258789062, -87.58524322509766, -165.07447814941406, 9.790392875671387, -0.09136384725570679, 0.24504846334457397, 1.0529371500015259, -2.3363513946533203, 0.43696603178977966, 
36, 2978885528, 20.1986141204834, -87.58589172363281, -165.0809783935547, 9.822236061096191, -0.08407589793205261, 0.23890721797943115, 1.1290626525878906, -2.318728446960449, 0.5219540596008301, 
37, 2978893861, 20.183691024780273, -87.58840942382812, -165.0629119873047, 9.776562690734863, -0.0970163345336914, 0.2059537023305893, 1.0416412353515625, -2.2558202743530273, 0.3516194224357605, 
38, 2978902194, 20.210601806640625, -87.58832550048828, -165.08677673339844, 9.782438278198242, -0.09833082556724548, 0.22968938946723938, 0.9388770461082458, -2.268319606781006, 0.40994301438331604, 
39, 2978910527, 20.225051879882812, -87.59019470214844, -165.0980987548828, 9.82221794128418, -0.09615607559680939, 0.23699554800987244, 1.0623632669448853, -2.20774245262146, 0.1763412058353424, 
40, 2978918860, 20.273853302001953, -87.5898666381836, -165.14321899414062, 9.820284843444824, -0.08323171734809875, 0.27326616644859314, 1.018844723701477, -2.2777204513549805, 0.2996993660926819, 
41, 2978927193, 20.273731231689453, -87.5928726196289, -165.1401824951172, 9.809398651123047, -0.09513366222381592, 0.2367551177740097, 1.0360829830169678, -2.3180112838745117, 0.2937312424182892, 
42, 2978935526, 20.33363151550293, -87.5931167602539, -165.19647216796875, 9.824294090270996, -0.0923897922039032, 0.21018250286579132, 1.0021440982818604, -2.3842499256134033, 0.2800788879394531, 
43, 2978943859, 20.30880355834961, -87.59661865234375, -165.16860961914062, 9.842366218566895, -0.08471886813640594, 0.23834502696990967, 1.0528090000152588, -2.319343328475952, 0.428718239068985, 
44, 2978952192, 20.32946014404297, -87.5975112915039, -165.18515014648438, 9.807516098022461, -0.09139181673526764, 0.24288633465766907, 1.0681264400482178, -2.356099843978882, 0.4823032021522522, 
45, 2978960525, 20.286102294921875, -87.60240936279297, -165.138427734375, 9.83576488494873, -0.08110251277685165, 0.21446821093559265, 1.0951238870620728, -2.4346587657928467, 0.5723884701728821, 
46, 2978968858, 20.27589225769043, -87.60387420654297, -165.1243896484375, 9.8233003616333, -0.08925680071115494, 0.23801837861537933, 1.0313187837600708, -2.3718526363372803, 0.6506144404411316, 
47, 2978977191, 20.21306037902832, -87.6088638305664, -165.0580596923828, 9.79123592376709, -0.09640401601791382, 0.26932016015052795, 1.1065222024917603, -2.4314825534820557, 0.6764079332351685, 
48, 2978985524, 20.2273006439209, -87.61173248291016, -165.0670166015625, 9.803037643432617, -0.11166635155677795, 0.22024701535701752, 1.1978111267089844, -2.57912278175354, 0.6052259802818298, 
49, 2978993857, 20.189943313598633, -87.61640930175781, -165.02584838867188, 9.805959701538086, -0.09469206631183624, 0.22411270439624786, 1.1402559280395508, -2.4361441135406494, 0.540242612361908, 
50, 2979002190, 20.20810890197754, -87.61665344238281, -165.03982543945312, 9.816587448120117, -0.08499803394079208, 0.2994566559791565, 1.0829827785491943, -2.265988826751709, 0.4633999466896057, 
51, 2979010523, 20.163955688476562, -87.62002563476562, -164.9911346435547, 9.777642250061035, -0.08433760702610016, 0.226286381483078, 1.2191479206085205, -2.3128886222839355, 0.5338647365570068, 
52, 2979018856, 20.210433959960938, -87.62010955810547, -165.03330993652344, 9.830735206604004, -0.0954132229089737, 0.18190504610538483, 1.093894362449646, -2.312991142272949, 0.3305901288986206, 
53, 2979027189, 20.200414657592773, -87.62224578857422, -165.02024841308594, 9.795519828796387, -0.09837770462036133, 0.22563856840133667, 1.0386956930160522, -2.226773500442505, 0.31470930576324463, 
54, 2979035522, 20.254796981811523, -87.62224578857422, -165.07057189941406, 9.819830894470215, -0.09635791182518005, 0.26078927516937256, 1.0655906200408936, -2.308662176132202, 0.28753259778022766, 
55, 2979043855, 20.247846603393555, -87.62480163574219, -165.06088256835938, 9.842026710510254, -0.08446334302425385, 0.20781272649765015, 1.027374267578125, -2.229104518890381, 0.2965744137763977, 
56, 2979052188, 20.306364059448242, -87.62520599365234, -165.11582946777344, 9.803861618041992, -0.09114905446767807, 0.23405441641807556, 1.003680944442749, -2.3799211978912354, 0.2891463041305542, 
57, 2979060521, 20.277103424072266, -87.627685546875, -165.08290100097656, 9.793432235717773, -0.08168044686317444, 0.2401392161846161, 1.1183046102523804, -2.1994686126708984, 0.4091489911079407, 
58, 2979068854, 20.295604705810547, -87.62776947021484, -165.096923828125, 9.831597328186035, -0.08057939261198044, 0.21414604783058167, 1.1214040517807007, -2.248443126678467, 0.45704761147499084, 
59, 2979077187, 20.251493453979492, -87.62950134277344, -165.0492706298828, 9.776819229125977, -0.07258815318346024, 0.19908283650875092, 1.0990941524505615, -2.1170167922973633, 0.4556388258934021, 
60, 2979085520, 20.26576042175293, -87.62982940673828, -165.05874633789062, 9.84152889251709, -0.0803166925907135, 0.25302621722221375, 1.149912714958191, -2.2895286083221436, 0.4962374269962311, 
61, 2979093853, 20.225099563598633, -87.633056640625, -165.01451110839844, 9.82477855682373, -0.08548222482204437, 0.24678172171115875, 1.098633050918579, -2.267500400543213, 0.4944956600666046, 
62, 2979102186, 20.25774383544922, -87.63371276855469, -165.04190063476562, 9.815378189086914, -0.08772758394479752, 0.25467008352279663, 1.2093889713287354, -2.343062162399292, 0.4212389290332794, 
63, 2979110519, 20.21958351135254, -87.63661193847656, -165.0005645751953, 9.800627708435059, -0.09740143269300461, 0.23479287326335907, 1.0684082508087158, -2.245241641998291, 0.4723649024963379, 
64, 2979118852, 20.225574493408203, -87.63611602783203, -165.001708984375, 9.84496784210205, -0.08534751832485199, 0.23258580267429352, 1.1595691442489624, -2.1873788833618164, 0.5029739737510681, 
65, 2979127185, 20.214990615844727, -87.63926696777344, -164.98818969726562, 9.794419288635254, -0.07322356104850769, 0.23407629132270813, 1.0318310260772705, -2.326899528503418, 0.35333555936813354, 
66, 2979135518, 20.21650505065918, -87.6391830444336, -164.9851837158203, 9.804208755493164, -0.08213169127702713, 0.22092440724372864, 1.119867205619812, -2.222752094268799, 0.5375275611877441, 
67, 2979143851, 20.16405487060547, -87.64167022705078, -164.92880249023438, 9.801640510559082, -0.07268170267343521, 0.22186905145645142, 1.1502200365066528, -2.184945583343506, 0.5282295346260071, 
68, 2979152184, 20.166080474853516, -87.6413345336914, -164.92608642578125, 9.824566841125488, -0.07802390307188034, 0.24001052975654602, 1.1353381872177124, -2.182051181793213, 0.5224151611328125, 
69, 2979160517, 20.103076934814453, -87.64324951171875, -164.8600616455078, 9.821897506713867, -0.08799296617507935, 0.2137695699930191, 1.0388749837875366, -2.089276075363159, 0.5406268239021301, 
70, 2979168850, 20.09500503540039, -87.64266967773438, -164.84768676757812, 9.843558311462402, -0.0988108217716217, 0.23747515678405762, 1.0935101509094238, -2.1302847862243652, 0.5533059239387512, 
71, 2979177183, 20.038599014282227, -87.64474487304688, -164.78822326660156, 9.796485900878906, -0.06637413799762726, 0.22328799962997437, 1.0559085607528687, -2.125469207763672, 0.5228762030601501, 
72, 2979185516, 20.012893676757812, -87.6444091796875, -164.7577667236328, 9.810338973999023, -0.08190442621707916, 0.2347934991121292, 1.1410244703292847, -2.1419389247894287, 0.6521000266075134, 
73, 2979193849, 19.944501876831055, -87.64640045166016, -164.6852264404297, 9.798468589782715, -0.08104340732097626, 0.19521880149841309, 1.1675353050231934, -2.091453790664673, 0.5773065090179443, 
74, 2979202182, 19.919374465942383, -87.64482116699219, -164.6553955078125, 9.825712203979492, -0.08177623897790909, 0.23227326571941376, 1.1417162418365479, -1.997475028038025, 0.595774233341217, 
75, 2979210515, 19.840463638305664, -87.6470718383789, -164.57232666015625, 9.821052551269531, -0.08529207110404968, 0.2275059074163437, 1.1715055704116821, -2.109025001525879, 0.6382939219474792, 
76, 2979218848, 19.81424331665039, -87.64649200439453, -164.5416717529297, 9.786429405212402, -0.07973626255989075, 0.23220540583133698, 1.1017836332321167, -2.131539821624756, 0.6493080854415894, 
77, 2979227181, 19.739370346069336, -87.64939880371094, -164.4632568359375, 9.815211296081543, -0.09139111638069153, 0.23993699252605438, 1.1133099794387817, -2.160970687866211, 0.6317623257637024, 
78, 2979235514, 19.68207550048828, -87.64948272705078, -164.4010467529297, 9.817399024963379, -0.07879622280597687, 0.24551880359649658, 1.1546770334243774, -2.1558990478515625, 0.8227676749229431, 
79, 2979243847, 19.592348098754883, -87.65164947509766, -164.3063201904297, 9.813735008239746, -0.09542115032672882, 0.2370692491531372, 1.2827227115631104, -2.0745739936828613, 0.6852192878723145, 
80, 2979252180, 19.567047119140625, -87.65148162841797, -164.27528381347656, 9.836304664611816, -0.07771147787570953, 0.2413535863161087, 1.256263017654419, -2.131437063217163, 0.6512290835380554, 
81, 2979260513, 19.47627067565918, -87.653564453125, -164.17965698242188, 9.823241233825684, -0.09578041732311249, 0.24407823383808136, 1.2626152038574219, -2.1282355785369873, 0.7078365087509155, 
82, 2979268846, 19.44239044189453, -87.65306854248047, -164.14096069335938, 9.800333976745605, -0.09225812554359436, 0.2439064234495163, 1.1556246280670166, -2.084460735321045, 0.6745892763137817, 
83, 2979277179, 19.352924346923828, -87.65481567382812, -164.04681396484375, 9.816553115844727, -0.0837722197175026, 0.23184649646282196, 1.2244758605957031, -2.043222188949585, 0.6680833101272583, 
