X,Y,Z,time
-919.051392,4089.558105,1028.645142,0.741666667
-918.975769,4089.460938,1028.265869,0.75
-918.912231,4089.402588,1027.905762,0.758333333
-918.848511,4089.363525,1027.469482,0.766666667
-918.832092,4089.275391,1027.096802,0.775
-918.806519,4089.182373,1026.728027,0.783333333
-918.729187,4089.027344,1026.35791,0.791666667
-918.718872,4088.857178,1025.960693,0.8
-918.581726,4088.703125,1025.542236,0.808333333
-918.511902,4088.581055,1025.159424,0.816666667
-918.489685,4088.38501,1024.779053,0.825
-918.31427,4088.180908,1024.348877,0.833333333
-918.22052,4087.966797,1023.814697,0.841666667
-918.168274,4087.679443,1023.380371,0.85
-918.089783,4087.508789,1023.044495,0.858333333
-917.99353,4087.313721,1022.559387,0.866666667
-917.923523,4087.153076,1022.18689,0.875
-917.794617,4087.071533,1021.861084,0.883333333
-917.706665,4086.932129,1021.540039,0.891666667
-917.605347,4086.780029,1021.1297,0.9
-917.557007,4086.720947,1020.900269,0.908333333
-917.512939,4086.606934,1020.60498,0.916666667
-917.416626,4086.432861,1020.336853,0.925
-917.33374,4086.329346,1020.05603,0.933333333
-917.232544,4086.294678,1019.753784,0.941666667
-917.118958,4086.249268,1019.435303,0.95
-916.989014,4086.127686,1019.098877,0.958333333
-916.912476,4086.09668,1018.760559,0.966666667
-916.783752,4086.045654,1018.333313,0.975
-916.631653,4085.931396,1017.923706,0.983333333
-916.515381,4085.782471,1017.473328,0.991666667
-916.46814,4085.72998,1017.014954,1
-916.330017,4085.567871,1016.600464,1.008333333
-916.181091,4085.407227,1016.123413,1.016666667
-916.092957,4085.393311,1015.545837,1.025
-916.047546,4085.332275,1015.095459,1.033333333
-915.849426,4085.262695,1014.463196,1.041666667
-915.706726,4085.15918,1013.791077,1.05
-915.516663,4085.069092,1013.071411,1.058333333
-915.363037,4084.953857,1012.443542,1.066666667
-915.203979,4084.870361,1011.862854,1.075
-915.040771,4084.77124,1011.242981,1.083333333
-914.886169,4084.666748,1010.503784,1.091666667
-914.695801,4084.622314,1009.697815,1.1
-914.493103,4084.46167,1008.942505,1.108333333
-914.265442,4084.335449,1008.255859,1.116666667
-913.977112,4084.253906,1007.578125,1.125
-913.801819,4084.091553,1006.855469,1.133333333
-913.58252,4083.989258,1006.074768,1.141666667
-913.338684,4083.881836,1005.281555,1.15
-913.063171,4083.76123,1004.559387,1.158333333
-912.791992,4083.688232,1003.830688,1.166666667
-912.441284,4083.495605,1003.011353,1.175
-912.002258,4083.221436,1002.056335,1.183333333
-911.664062,4083.075928,1001.160522,1.191666667
-911.286377,4082.881836,1000.331299,1.2
-910.798401,4082.660645,999.415955,1.208333333
-910.380615,4082.489014,998.516541,1.216666667
-909.832581,4082.147217,997.456726,1.225
-909.246033,4081.857666,996.44104,1.233333333
-908.668152,4081.542969,995.391968,1.241666667
-908.028015,4081.186768,994.358398,1.25
-907.482056,4080.896973,993.23114,1.258333333
-906.760071,4080.574951,992.188293,1.266666667
-906.096497,4080.20459,991.203308,1.275
-905.404297,4079.770996,990.265564,1.283333333
-904.910339,4079.433838,989.366577,1.291666667
-904.436035,4079.117188,988.531433,1.3
-903.975281,4078.598389,987.745911,1.308333333
-903.565002,4078.224121,987.031311,1.316666667
-903.318787,4077.777344,986.559082,1.325
-903.148132,4077.284424,986.087219,1.333333333
-903.136108,4076.854736,985.797791,1.341666667
-903.234558,4076.37207,985.620544,1.35
-903.525391,4075.85376,985.620117,1.358333333
-903.885254,4075.354492,985.673889,1.366666667
-904.383972,4074.781982,985.815491,1.375
-904.851624,4074.214355,985.9375,1.383333333
-905.441467,4073.560791,986.292236,1.391666667
-906.122498,4072.980469,986.627258,1.4
-906.849792,4072.312744,987.024109,1.408333333
-907.607849,4071.622314,987.42218,1.416666667
-908.399231,4070.779297,987.904541,1.425
-909.157532,4069.946289,988.362732,1.433333333
-910.112,4069.222412,988.871765,1.441666667
-911.03363,4068.237305,989.33075,1.45
-911.989502,4067.304688,989.922241,1.458333333
-912.91156,4066.273193,990.444702,1.466666667
-913.659668,4065.283203,990.733643,1.475
-914.504517,4064.210938,991.135193,1.483333333
-915.200256,4062.94165,991.437561,1.491666667
-915.85791,4061.827637,991.589294,1.5
-916.25177,4060.580322,991.544861,1.508333333
-916.660278,4059.240234,991.519714,1.516666667
-916.856262,4057.97583,991.275818,1.525
-917.152893,4056.61499,990.918884,1.533333333
-917.260986,4055.312256,990.191528,1.541666667
-917.293823,4053.909668,989.433594,1.55
-917.313843,4052.383301,988.75238,1.558333333
-917.11969,4050.901855,987.908875,1.566666667
-916.856384,4049.312988,987.149719,1.575
-916.876953,4047.715576,986.193359,1.583333333
-916.823059,4045.856934,985.458679,1.591666667
-916.576843,4044.38916,984.403809,1.6
-916.47345,4042.670166,983.577148,1.608333333
-916.387146,4040.745361,982.74054,1.616666667
-916.178894,4039.264648,981.751892,1.625
-916.065735,4037.556152,980.813721,1.633333333
-915.94281,4035.710693,979.865051,1.641666667
-915.515015,4034.037109,978.906616,1.65
-915.414551,4032.295654,978.086426,1.658333333
-915.170044,4030.671631,977.089844,1.666666667
-914.91925,4028.877197,976.189636,1.675
-914.843689,4027.055176,975.408386,1.683333333
-914.549255,4025.268555,974.516113,1.691666667
-914.523743,4023.389404,973.926147,1.7
-914.644226,4021.442383,973.36377,1.708333333
-914.688843,4019.505615,972.676819,1.716666667
-914.866272,4017.227539,972.110352,1.725
-914.93219,4015.221191,971.641052,1.733333333
-915.349426,4012.907959,971.299133,1.741666667
-915.886353,4010.607178,971.235962,1.75
-916.326721,4008.389404,971.09668,1.758333333
-916.826172,4006.093994,970.836182,1.766666667
-917.312012,4003.81958,970.730164,1.775
-917.78186,4001.265625,970.598816,1.783333333
-918.263672,3998.793945,970.546753,1.791666667
-918.689758,3996.316895,970.576477,1.8
-919.079773,3993.731934,970.63031,1.808333333
-919.45874,3991.016846,970.733948,1.816666667
-919.783752,3988.460449,970.772827,1.825
-920.178833,3985.769775,970.750549,1.833333333
-920.453552,3983.074951,970.78595,1.841666667
-920.600769,3980.169434,970.846802,1.85
-920.748718,3977.297119,970.907532,1.858333333
-920.893921,3974.267578,970.972839,1.866666667
-920.975952,3971.356934,971.075134,1.875
-920.896851,3968.195557,971.062134,1.883333333
-920.833374,3964.903564,970.950928,1.891666667
-920.674194,3961.706055,970.781433,1.9
-920.55365,3958.317383,970.642822,1.908333333
-920.244385,3954.905273,970.428894,1.916666667
-920.160461,3951.509521,970.261047,1.925
-919.826782,3947.998047,970.089233,1.933333333
-919.669006,3944.332764,969.914734,1.941666667
-919.463684,3940.82251,969.789795,1.95
-919.170349,3936.964111,969.638855,1.958333333
-918.906982,3933.375732,969.59375,1.966666667
-918.720825,3929.572266,969.616333,1.975
-918.461304,3925.872803,969.724365,1.983333333
-918.318176,3922.01001,969.765869,1.991666667
-918.130493,3918.195068,969.734192,2
-917.91748,3914.257812,969.923828,2.008333333
-917.816284,3910.287109,969.887756,2.016666667
-917.569031,3906.23877,969.903381,2.025
-917.369751,3902.142334,970.021912,2.033333333
-917.215088,3898.075195,970.072815,2.041666667
-916.989868,3893.827881,970.175964,2.05
-916.824219,3889.733643,970.303345,2.058333333
-916.55542,3885.499023,970.331421,2.066666667
-916.359131,3881.271973,970.384277,2.075
-916.131042,3877.004395,970.401367,2.083333333
-915.795776,3872.619629,970.443909,2.091666667
-915.674988,3868.272461,970.636108,2.1
-915.321716,3863.755859,970.484009,2.108333333
-914.955872,3859.400635,970.477905,2.116666667
-914.654236,3854.95166,970.366577,2.125
-914.369019,3850.394287,970.305969,2.133333333
-913.906616,3845.693604,970.094055,2.141666667
-913.492554,3841.124023,969.825439,2.15
-913.046936,3836.398438,969.514648,2.158333333
-912.760681,3831.746338,969.268799,2.166666667
-912.244629,3826.833984,968.953186,2.175
-911.804993,3821.99585,968.530518,2.183333333
-911.261047,3817.070068,968.048584,2.191666667
-910.660278,3812.110107,967.568542,2.2
-910.09082,3807.222168,967.11908,2.208333333
-909.417236,3802.121338,966.471375,2.216666667
-908.80249,3797.099609,965.948547,2.225
-908.20874,3792.031982,965.423645,2.233333333
-907.453064,3786.82251,964.757202,2.241666667
-906.809204,3781.829834,964.244568,2.25
-905.976013,3776.67334,963.567383,2.258333333
-905.206238,3771.458008,962.923584,2.266666667
-904.353516,3766.32251,962.287842,2.275
-903.444153,3760.920898,961.653076,2.283333333
-902.519165,3755.536621,961.026306,2.291666667
-901.536011,3750.366455,960.422485,2.3
-900.695007,3744.864014,959.715088,2.308333333
-899.683533,3739.507812,959.182434,2.316666667
-898.568542,3733.892578,958.523193,2.325
-897.624207,3728.405518,957.939026,2.333333333
-896.508545,3722.990967,957.334351,2.341666667
-895.423645,3717.30249,956.857056,2.35
-894.285461,3711.761963,956.247986,2.358333333
-893.217468,3706.186035,955.700073,2.366666667
-892.075928,3700.487305,955.229248,2.375
-890.898193,3694.991943,954.65863,2.383333333
-889.78833,3689.205322,954.155212,2.391666667
-888.400024,3683.5896,953.618347,2.4
-887.28125,3677.810547,953.005371,2.408333333
-885.973511,3671.976807,952.403931,2.416666667
-884.6474,3666.078857,951.785156,2.425
-883.451965,3660.257324,951.229004,2.433333333
-882.115234,3654.318848,950.536743,2.441666667
-880.816101,3648.195312,949.815857,2.45
-879.583496,3642.226074,949.170349,2.458333333
-878.187988,3636.04248,948.216064,2.466666667
-876.9505,3630.030518,947.424561,2.475
-875.581238,3623.967041,946.601135,2.483333333
-874.266296,3617.6521,945.814453,2.491666667
-872.925293,3611.505371,944.936707,2.5
-871.651978,3605.373047,944.061279,2.508333333
-870.308655,3599.223633,943.222229,2.516666667
-869.053772,3593.06543,942.258972,2.525
-867.672119,3586.795166,941.430664,2.533333333
-866.378418,3580.647217,940.481812,2.541666667
-865.091003,3574.523682,939.587097,2.55
-863.755981,3568.337158,938.687805,2.558333333
-862.582886,3562.227295,937.80188,2.566666667
-861.279541,3556.023682,936.864929,2.575
-860.033508,3549.898193,935.994446,2.583333333
-858.737549,3543.717285,935.0271,2.591666667
-857.341858,3537.614014,934.056396,2.6
-856.160522,3531.500977,933.166443,2.608333333
-854.786194,3525.301758,932.143005,2.616666667
-853.440674,3519.123535,931.232117,2.625
-852.226074,3513.06665,930.337891,2.633333333
-850.795593,3506.854248,929.40332,2.641666667
-849.538208,3500.909424,928.615417,2.65
-848.314819,3494.67627,927.697388,2.658333333
-846.872192,3488.495361,926.897827,2.666666667
-845.763916,3482.421875,926.209595,2.675
-844.475769,3476.24292,925.683167,2.683333333
-843.171753,3470.009277,925.144287,2.691666667
-842.110107,3463.774902,924.792786,2.7
-840.885498,3457.638672,924.584717,2.708333333
-839.891602,3451.293945,924.626526,2.716666667
-838.947205,3445.013184,924.755127,2.725
-838.086609,3438.735107,925.081848,2.733333333
-837.319641,3432.308594,925.599854,2.741666667
-836.625549,3425.735352,926.324951,2.75
-836.095154,3418.94458,927.237,2.758333333
-835.506104,3412.056396,928.313049,2.766666667
-835.093567,3404.953125,929.539368,2.775
-834.507446,3397.642822,930.958069,2.783333333
-834.015442,3390.175293,932.546875,2.791666667
-833.498169,3382.193604,934.260803,2.8
-832.953125,3374.226562,936.223267,2.808333333
-832.615479,3365.996094,938.428955,2.816666667
-832.32074,3357.508789,940.797119,2.825
-832.099609,3349.073242,943.330444,2.833333333
-831.950317,3340.35791,946.144775,2.841666667
-831.762512,3331.202148,949.138123,2.85
-831.048706,3321.512207,952.514954,2.858333333
-830.867371,3311.910889,955.930969,2.866666667
-830.750793,3302.030273,959.380371,2.875
-830.594177,3292.10498,963.048218,2.883333333
-830.48407,3281.876465,966.929199,2.891666667
-830.435364,3271.467529,971.002747,2.9
-830.483948,3260.84375,975.165833,2.908333333
-830.606445,3249.98584,979.538818,2.916666667
-830.823975,3238.977539,983.945129,2.925
-831.13501,3227.686523,988.457764,2.933333333
-831.902649,3216.314941,993.033569,2.941666667
-832.601807,3204.833252,997.71875,2.95
-833.091003,3193.202148,1002.503967,2.958333333
-833.743591,3181.453369,1007.204041,2.966666667
-834.551025,3169.665771,1011.856323,2.975
-835.310791,3157.650635,1016.512146,2.983333333
-835.838562,3145.36377,1020.981201,2.991666667
-836.507629,3133.044922,1025.324097,3
-837.345093,3120.673828,1029.630005,3.008333333
-838.132751,3108.197754,1033.629028,3.016666667
-838.725525,3095.494385,1037.5271,3.025
-839.530457,3082.772461,1041.088501,3.033333333
-840.520325,3070.055664,1044.559937,3.041666667
-841.430115,3057.305176,1047.812378,3.05
-842.010315,3044.460938,1050.606079,3.058333333
-842.943298,3031.56543,1053.269287,3.066666667
-843.707825,3018.786865,1055.520874,3.075
-844.40741,3006.12085,1057.302734,3.083333333
-845.005615,2993.235352,1059.080322,3.091666667
-845.902344,2980.638184,1060.088379,3.1
-846.906555,2968.205322,1060.897949,3.108333333
-847.869507,2955.652832,1061.104492,3.116666667
-848.432739,2943.008057,1060.709106,3.125
-848.740906,2930.409668,1059.928101,3.133333333
-849.434509,2918.099365,1058.745605,3.141666667
-849.698364,2905.757324,1056.773682,3.15
-849.794434,2893.594238,1054.28772,3.158333333
-850.009033,2881.821289,1051.330566,3.166666667
-849.835144,2869.866211,1047.790161,3.175
-849.977661,2858.45166,1043.588867,3.183333333
-849.888245,2846.625488,1038.816406,3.191666667
-850.069031,2836.012695,1033.525269,3.2
-849.997253,2824.984863,1027.734497,3.208333333
-850.181396,2815.010986,1021.284485,3.216666667
-849.890259,2804.841797,1014.31073,3.225
-849.589661,2795.227539,1006.967529,3.233333333
-849.044495,2786.28125,999.005188,3.241666667
-847.919922,2777.555908,990.460327,3.25
-847.567993,2770.180664,981.631653,3.258333333
-846.098511,2762.269287,972.223572,3.266666667
-845.003296,2755.526855,962.548279,3.275
-843.747131,2748.981934,952.443726,3.283333333
-842.912354,2743.753418,942.096313,3.291666667
-841.759277,2738.609131,931.530579,3.3
-840.769409,2734.314697,920.689758,3.308333333
-839.543701,2731.000488,909.773682,3.316666667
-837.893433,2728.053223,898.381714,3.325
-836.120483,2725.437012,887.280029,3.333333333
-834.221985,2723.403809,875.539734,3.341666667
-831.958801,2722.186279,863.855164,3.35
-829.516846,2721.370605,851.794556,3.358333333
-827.023926,2721.026611,839.573303,3.366666667
-824.411133,2721.485107,827.741577,3.375
-822.006836,2722.521729,815.451965,3.383333333
-819.471008,2724.374756,803.256348,3.391666667
-816.729797,2726.402588,791.596313,3.4
-814.065125,2729.320312,779.914856,3.408333333
-811.507996,2732.812744,768.358337,3.416666667
-808.938599,2737.10376,757.070251,3.425
-806.50946,2741.649658,746.427063,3.433333333
-804.090271,2746.922607,736.014282,3.441666667
-801.789551,2752.571533,725.952515,3.45
-799.71106,2758.766846,716.246521,3.458333333
-797.772766,2765.276611,706.851379,3.466666667
-795.662048,2772.210205,697.871643,3.475
-793.624878,2779.632568,689.534363,3.483333333
-791.519775,2787.494873,681.48761,3.491666667
-789.7771,2795.78418,674.067627,3.5
-787.918579,2804.213379,667.097412,3.508333333
-786.251831,2813.716309,660.755859,3.516666667
-784.64801,2823.635742,654.936157,3.525
-783.059326,2833.396484,649.764587,3.533333333
-781.7323,2843.578857,645.446899,3.541666667
-780.229187,2854.007812,641.923645,3.55
-778.847351,2864.861328,639.137939,3.558333333
-777.511475,2876.06665,637.123413,3.566666667
-776.077148,2887.658691,635.946716,3.575
-774.700073,2899.190918,635.729187,3.583333333
-772.930054,2911.229004,636.288086,3.591666667
-771.340271,2923.555664,638.147156,3.6
-769.424622,2936.039795,641.041199,3.608333333
-767.546997,2948.442627,645.031006,3.616666667
-765.573181,2960.896729,650.103699,3.625
-763.548279,2973.247803,656.386597,3.633333333
-761.806824,2985.663086,663.933105,3.641666667
-759.927856,2997.576416,672.557312,3.65
-758.10498,3009.30249,682.384827,3.658333333
-756.28772,3020.633789,693.275574,3.666666667
-754.37854,3031.492432,705.282288,3.675
-752.794861,3042.177002,718.540588,3.683333333
-750.985474,3052.580078,732.942017,3.691666667
-749.370117,3061.672852,748.425903,3.7
-747.612854,3070.43457,765.038086,3.708333333
-745.858582,3078.67749,782.847168,3.716666667
-744.017273,3085.852295,801.696106,3.725
-742.021301,3092.179199,821.564453,3.733333333
-739.87439,3097.39917,842.412964,3.741666667
-737.479553,3101.5271,864.146179,3.75
-734.814148,3104.654785,886.753906,3.758333333
-732.152039,3106.453857,910.075378,3.766666667
-729.302185,3107.10376,934.022766,3.775
-726.36322,3106.60376,958.481689,3.783333333
-723.388306,3104.780762,983.389832,3.791666667
-720.235657,3101.851074,1008.653503,3.8
-717.015076,3097.912842,1034.265015,3.808333333
-713.762024,3092.820312,1060.082642,3.816666667
-710.684875,3086.999268,1086.182861,3.825
-707.541931,3080.051758,1112.322876,3.833333333
-704.241028,3072.132812,1138.584106,3.841666667
-700.884094,3063.447754,1164.840088,3.85
-697.677795,3053.98877,1191.064453,3.858333333
-694.559937,3043.569092,1217.02832,3.866666667
-691.054382,3032.156006,1242.812012,3.875
-687.694885,3019.741699,1268.230225,3.883333333
-684.518738,3006.375732,1293.264038,3.891666667
-681.397705,2992.267578,1317.731689,3.9
-678.163757,2977.11792,1341.659302,3.908333333
-674.799866,2961.342773,1364.966309,3.916666667
-671.525696,2944.808105,1387.784302,3.925
-668.11322,2927.599121,1409.961914,3.933333333
-664.707397,2909.911621,1431.661621,3.941666667
-661.509277,2891.571777,1452.701416,3.95
-658.372253,2872.736816,1473.088989,3.958333333
-655.192261,2853.30249,1492.651123,3.966666667
-652.127686,2833.297607,1511.611938,3.975
-649.252502,2813.127197,1529.878662,3.983333333
-646.663696,2792.345703,1547.46521,3.991666667
-644.097046,2771.48877,1564.11377,4
-641.467163,2750.080078,1580.126953,4.008333333
-638.756104,2728.803467,1595.174438,4.016666667
-636.425659,2706.937256,1609.521362,4.025
-634.167236,2684.767578,1622.998901,4.033333333
-632.345459,2662.526123,1635.563232,4.041666667
-630.295593,2639.996094,1647.599731,4.05
-628.527405,2617.233643,1658.671021,4.058333333
-626.86615,2594.436768,1668.967041,4.066666667
-625.853516,2571.717773,1678.092529,4.075
-624.539429,2548.663574,1687.144043,4.083333333
-623.368896,2525.738037,1695.155518,4.091666667
-622.343445,2502.838623,1702.502197,4.1
-621.453796,2480.030762,1709.073853,4.108333333
-620.649963,2457.321777,1714.97644,4.116666667
-619.684387,2434.574219,1720.155029,4.125
-618.99884,2412.08252,1724.507568,4.133333333
-618.367615,2389.638916,1728.310303,4.141666667
-617.876526,2367.374023,1731.26709,4.15
-617.314148,2345.472168,1733.783203,4.158333333
-617.171875,2323.795654,1735.489624,4.166666667
-617.0224,2302.421875,1736.618408,4.175
-617.141907,2281.321289,1737.26123,4.183333333
-616.984436,2260.507568,1737.481323,4.191666667
-616.850037,2240.022217,1737.165161,4.2
-616.727112,2219.957031,1736.354248,4.208333333
-616.73291,2200.276855,1735.022583,4.216666667
-616.40863,2181.015381,1733.121704,4.225
-616.070312,2162.004395,1730.55896,4.233333333
-615.693115,2143.459961,1727.367065,4.241666667
-615.226929,2125.22998,1723.623169,4.25
-614.688538,2107.475586,1718.979858,4.258333333
-614.339966,2090.119873,1713.917114,4.266666667
-613.73468,2073.158936,1708.274292,4.275
-613.079468,2056.702148,1701.787231,4.283333333
-612.393677,2040.976562,1694.726318,4.291666667
-611.813232,2025.46936,1687.158203,4.3
-611.286133,2010.459961,1678.971313,4.308333333
-610.787842,1995.92627,1669.980347,4.316666667
-610.197266,1981.750488,1660.201782,4.325
-609.818909,1967.964966,1649.747681,4.333333333
-609.599487,1954.528687,1638.491333,4.341666667
-609.162598,1941.388306,1626.523804,4.35
-608.940857,1928.425171,1613.516479,4.358333333
-608.945679,1915.864136,1599.826904,4.366666667
-608.920227,1903.401367,1585.251953,4.375
-608.847107,1890.897827,1569.911499,4.383333333
-608.883545,1878.654541,1553.793091,4.391666667
-608.737122,1866.473999,1536.78064,4.4
-608.390564,1854.02124,1518.86499,4.408333333
-608.112854,1841.565308,1500.023193,4.416666667
-608.301514,1828.858765,1480.296265,4.425
-608.395264,1815.657227,1459.046021,4.433333333
-608.910034,1802.213623,1436.75415,4.441666667
-609.106323,1788.265137,1413.286865,4.45
-609.167053,1773.471191,1388.584229,4.458333333
-608.574463,1757.622314,1362.826782,4.466666667
-607.229736,1741.128906,1336.452271,4.475
-606.030823,1723.979126,1309.671387,4.483333333
-605.284241,1706.042969,1282.234619,4.491666667
-605.335205,1687.64502,1254.319336,4.5
-605.85321,1668.286987,1225.796875,4.508333333
-607.226807,1648.207764,1196.578735,4.516666667
-609.289673,1627.381104,1166.935425,4.525
-611.598999,1605.805176,1136.556885,4.533333333
-614.82782,1583.695923,1105.652954,4.541666667
-618.321899,1560.415283,1074.019897,4.55
-622.56604,1536.316406,1041.727417,4.558333333
-627.157959,1510.914429,1008.573792,4.566666667
-632.211121,1484.625488,974.467834,4.575
-637.980957,1456.423218,939.123657,4.583333333
-644.07959,1426.565796,903.339417,4.591666667
-650.779358,1395.100098,866.700928,4.6
-657.787048,1361.565552,829.489014,4.608333333
-665.297119,1325.802002,791.74231,4.616666667
-673.235352,1287.730347,753.625549,4.625
-681.302612,1247.851685,715.527649,4.633333333
-689.686829,1205.785522,677.458923,4.641666667
-698.40802,1161.796997,639.73053,4.65
-707.233826,1115.644897,602.483582,4.658333333
-716.279785,1067.888062,565.936646,4.666666667
-725.325806,1017.961975,529.817566,4.675
-734.651733,966.218445,494.648804,4.683333333
-743.850342,912.461975,460.565247,4.691666667
-752.896057,856.403442,428.067993,4.7
-761.173645,797.93335,397.455231,4.708333333
-768.671143,737.420105,369.443207,4.716666667
-775.175049,674.707275,344.582794,4.725
-780.300537,609.729004,323.664398,4.733333333
-783.46875,542.666626,306.661499,4.741666667
-783.788574,473.852417,295.072754,4.75
-780.79657,402.96109,289.395081,4.758333333
-774.536133,330.445343,289.626984,4.766666667
-767.579529,255.95752,294.746246,4.775
-762.635559,186.467819,304.54425,4.783333333
-757.718933,127.094269,323.328583,4.791666667
-747.23645,70.896759,346.767395,4.8
-730.474304,15.413907,372.356415,4.808333333
-709.837097,-39.402626,404.496918,4.816666667
-684.524292,-93.377907,449.127258,4.825
-657.857544,-137.769302,504.267273,4.833333333
-630.154724,-171.792709,564.503845,4.841666667
-603.446045,-197.106552,630.475647,4.85
-577.99176,-212.847809,700.289734,4.858333333
-554.584106,-219.751175,769.914612,4.866666667
-531.849487,-216.285141,837.589417,4.875
-511.201263,-204.744507,902.389404,4.883333333
-492.988495,-185.868591,965.017822,4.891666667
-479.088898,-160.224686,1024.421387,4.9
-468.790436,-128.72084,1078.754517,4.908333333
-463.611023,-94.014565,1128.007568,4.916666667
-462.378174,-57.48558,1170.396973,4.925
-464.266785,-19.482718,1206.729614,4.933333333
-469.994629,17.517933,1238.720459,4.941666667
-479.896881,51.542625,1265.371826,4.95
-492.145905,84.125114,1287.42041,4.958333333
-507.000031,112.919296,1306.63562,4.966666667
-524.734985,137.071243,1323.597778,4.975
-542.825928,156.957031,1337.958862,4.983333333
-561.047607,172.931824,1350.208008,4.991666667
-579.140015,184.223679,1361.966553,5
-596.69281,191.334579,1372.53186,5.008333333
-612.852295,195.243622,1383.184814,5.016666667
-627.945984,196.078827,1393.728882,5.025
-643.332153,193.994095,1403.76709,5.033333333
-657.458313,189.611923,1413.652588,5.041666667
-670.714905,183.485138,1422.822998,5.05
-683.490417,175.674423,1431.143799,5.058333333
-696.697876,166.631439,1438.63562,5.066666667
-709.322388,156.611313,1445.072632,5.075
-721.939331,145.646851,1449.435547,5.083333333
-734.377319,134.252014,1452.163208,5.091666667
-745.890991,124.217033,1453.931396,5.1
-757.691711,112.207375,1454.19043,5.108333333
